Mbpp_3.py: Kernel usage: 6.30%, CPU usage: 201.67%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.53%, CPU usage: 241.01%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_9.py: Kernel usage: 6.27%, CPU usage: 200.68%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 6.78%, CPU usage: 216.87%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.48%, CPU usage: 207.23%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.36%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.47s, Total Runtime: 0.73s
HumanEval_33.py: Kernel usage: 8.68%, CPU usage: 277.91%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.28%, CPU usage: 201.09%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_58.py: Kernel usage: 6.33%, CPU usage: 202.57%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.55%, CPU usage: 209.63%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_75.py: Kernel usage: 8.43%, CPU usage: 269.70%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 6.10%, CPU usage: 195.31%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 14.63%, CPU usage: 468.11%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.30%, CPU usage: 233.49%, CPU Runtime: 1.69s, Total Runtime: 0.72s
Mbpp_90.py: Kernel usage: 7.40%, CPU usage: 236.93%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 7.90%, CPU usage: 252.69%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 7.28%, CPU usage: 232.92%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.29%, CPU usage: 169.36%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.25%, CPU usage: 359.97%, CPU Runtime: 8.83s, Total Runtime: 2.45s
HumanEval_121.py: Kernel usage: 6.20%, CPU usage: 198.25%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 6.26%, CPU usage: 200.28%, CPU Runtime: 0.59s, Total Runtime: 0.29s
Mbpp_128.py: Kernel usage: 7.67%, CPU usage: 245.39%, CPU Runtime: 0.24s, Total Runtime: 0.10s
Mbpp_130.py: Kernel usage: 8.60%, CPU usage: 275.25%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 5.83%, CPU usage: 186.49%, CPU Runtime: 0.15s, Total Runtime: 0.08s
Mbpp_140.py: Kernel usage: 5.57%, CPU usage: 178.33%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.61%, CPU usage: 243.56%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.30%, CPU usage: 265.56%, CPU Runtime: 0.12s, Total Runtime: 0.05s
Mbpp_166.py: Kernel usage: 6.26%, CPU usage: 200.17%, CPU Runtime: 0.13s, Total Runtime: 0.07s
Mbpp_170.py: Kernel usage: 5.57%, CPU usage: 178.11%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.49s, Total Runtime: 0.25s
Mbpp_230.py: Kernel usage: 9.36%, CPU usage: 299.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_239.py: Kernel usage: 6.23%, CPU usage: 199.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_240.py: Kernel usage: 3.93%, CPU usage: 125.66%, CPU Runtime: 0.00s, Total Runtime: 0.00s
