HumanEval_0.py: 0.000449s
HumanEval_1.py: 0.000411s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000241s
HumanEval_5.py: 0.000049s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000028s
HumanEval_9.py: 0.000102s
HumanEval_10.py: 0.000073s
HumanEval_11.py: 0.000117s
HumanEval_12.py: 0.000086s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000063s
HumanEval_20.py: 0.000617s
HumanEval_21.py: 0.000124s
HumanEval_22.py: 0.000064s
HumanEval_23.py: 0.000016s
HumanEval_25.py: 0.000302s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000021s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000043s
HumanEval_31.py: 0.009714s
HumanEval_32.py: 0.283648s
HumanEval_33.py: 0.000122s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000017s
HumanEval_37.py: 0.000136s
HumanEval_39.py: 0.024076s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000032s
HumanEval_44.py: 0.000128s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000181s
HumanEval_47.py: 0.000083s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000863s
HumanEval_50.py: 0.067770s
HumanEval_51.py: 0.000219s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005759s
HumanEval_54.py: 0.000055s
HumanEval_55.py: 0.002835s
HumanEval_56.py: 0.000143s
HumanEval_57.py: 0.000085s
HumanEval_58.py: 0.000127s
HumanEval_59.py: 0.000133s
HumanEval_60.py: 0.000046s
HumanEval_61.py: 0.000140s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014091s
HumanEval_64.py: 0.000150s
HumanEval_66.py: 0.000389s
HumanEval_69.py: 0.000829s
HumanEval_71.py: 0.000092s
HumanEval_72.py: 0.000064s
HumanEval_74.py: 0.000132s
HumanEval_78.py: 0.000144s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000115s
HumanEval_81.py: 0.000124s
HumanEval_84.py: 0.000143s
HumanEval_85.py: 0.000085s
HumanEval_86.py: 0.000300s
HumanEval_87.py: 0.000518s
HumanEval_89.py: 0.000458s
HumanEval_90.py: 0.000096s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000488s
HumanEval_95.py: 0.000232s
HumanEval_96.py: 0.001637s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000063s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000991s
HumanEval_104.py: 0.000365s
HumanEval_105.py: 0.000133s
HumanEval_110.py: 0.000086s
HumanEval_111.py: 0.000303s
HumanEval_112.py: 0.000166s
HumanEval_113.py: 0.000246s
HumanEval_114.py: 0.000356s
HumanEval_116.py: 0.000543s
HumanEval_118.py: 0.000157s
HumanEval_121.py: 0.000123s
HumanEval_123.py: 0.000175s
HumanEval_125.py: 0.000192s
HumanEval_126.py: 0.000842s
HumanEval_128.py: 0.000337s
HumanEval_132.py: 0.000551s
HumanEval_133.py: 0.000314s
HumanEval_134.py: 0.000144s
HumanEval_136.py: 0.000524s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000619s
HumanEval_144.py: 0.000218s
HumanEval_146.py: 0.000118s
HumanEval_147.py: 0.354836s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000243s
HumanEval_150.py: 0.006359s
HumanEval_152.py: 0.000105s
HumanEval_153.py: 0.002611s
HumanEval_155.py: 0.000125s
HumanEval_157.py: 0.000075s
HumanEval_160.py: 0.000323s
HumanEval_163.py: 0.000124s
