HumanEval_0.py: 0.000447s
HumanEval_1.py: 0.000415s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000244s
HumanEval_5.py: 0.000050s
HumanEval_7.py: 0.000048s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000073s
HumanEval_11.py: 0.000124s
HumanEval_12.py: 0.000088s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000063s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000061s
HumanEval_20.py: 0.000620s
HumanEval_21.py: 0.000126s
HumanEval_22.py: 0.000061s
HumanEval_23.py: 0.000015s
HumanEval_25.py: 0.000302s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000043s
HumanEval_31.py: 0.010053s
HumanEval_32.py: 0.293415s
HumanEval_33.py: 0.000123s
HumanEval_34.py: 0.000028s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000133s
HumanEval_39.py: 0.024066s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_44.py: 0.000128s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000181s
HumanEval_47.py: 0.000082s
HumanEval_48.py: 0.000026s
HumanEval_49.py: 0.001002s
HumanEval_50.py: 0.069008s
HumanEval_51.py: 0.000217s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005604s
HumanEval_54.py: 0.000056s
HumanEval_55.py: 0.002784s
HumanEval_56.py: 0.000143s
HumanEval_57.py: 0.000083s
HumanEval_58.py: 0.000126s
HumanEval_59.py: 0.000135s
HumanEval_60.py: 0.000045s
HumanEval_61.py: 0.000144s
HumanEval_62.py: 0.000068s
HumanEval_63.py: 0.014858s
HumanEval_64.py: 0.000151s
HumanEval_66.py: 0.000399s
HumanEval_69.py: 0.000844s
HumanEval_71.py: 0.000092s
HumanEval_72.py: 0.000066s
HumanEval_74.py: 0.000131s
HumanEval_78.py: 0.000145s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000119s
HumanEval_81.py: 0.000125s
HumanEval_84.py: 0.000138s
HumanEval_85.py: 0.000082s
HumanEval_86.py: 0.000297s
HumanEval_87.py: 0.000534s
HumanEval_89.py: 0.000469s
HumanEval_90.py: 0.000101s
HumanEval_92.py: 0.000085s
HumanEval_93.py: 0.000488s
HumanEval_95.py: 0.000230s
HumanEval_96.py: 0.001654s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000065s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000984s
HumanEval_104.py: 0.000349s
HumanEval_105.py: 0.000133s
HumanEval_110.py: 0.000081s
HumanEval_111.py: 0.000306s
HumanEval_112.py: 0.000167s
HumanEval_113.py: 0.000248s
HumanEval_114.py: 0.000358s
HumanEval_116.py: 0.000539s
HumanEval_118.py: 0.000156s
HumanEval_121.py: 0.000126s
HumanEval_123.py: 0.000172s
HumanEval_125.py: 0.000198s
HumanEval_126.py: 0.000858s
HumanEval_128.py: 0.000327s
HumanEval_132.py: 0.000562s
HumanEval_133.py: 0.000311s
HumanEval_134.py: 0.000144s
HumanEval_136.py: 0.000521s
HumanEval_138.py: 0.000024s
HumanEval_142.py: 0.000620s
HumanEval_144.py: 0.000220s
HumanEval_146.py: 0.000120s
HumanEval_147.py: 0.369044s
HumanEval_148.py: 0.000077s
HumanEval_149.py: 0.000249s
HumanEval_150.py: 0.006705s
HumanEval_152.py: 0.000104s
HumanEval_153.py: 0.002687s
HumanEval_155.py: 0.000125s
HumanEval_157.py: 0.000064s
HumanEval_160.py: 0.000295s
HumanEval_163.py: 0.000123s
