HumanEval_0.py: 0.000449s
HumanEval_1.py: 0.000415s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000245s
HumanEval_5.py: 0.000048s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000101s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000120s
HumanEval_12.py: 0.000088s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000062s
HumanEval_20.py: 0.000614s
HumanEval_21.py: 0.000122s
HumanEval_22.py: 0.000062s
HumanEval_23.py: 0.000015s
HumanEval_25.py: 0.000306s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.009828s
HumanEval_32.py: 0.291184s
HumanEval_33.py: 0.000121s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000131s
HumanEval_39.py: 0.023834s
HumanEval_41.py: 0.000030s
HumanEval_42.py: 0.000032s
HumanEval_44.py: 0.000131s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000182s
HumanEval_47.py: 0.000081s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000884s
HumanEval_50.py: 0.069167s
HumanEval_51.py: 0.000215s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005831s
HumanEval_54.py: 0.000057s
HumanEval_55.py: 0.002771s
HumanEval_56.py: 0.000142s
HumanEval_57.py: 0.000084s
HumanEval_58.py: 0.000126s
HumanEval_59.py: 0.000131s
HumanEval_60.py: 0.000046s
HumanEval_61.py: 0.000139s
HumanEval_62.py: 0.000068s
HumanEval_63.py: 0.014357s
HumanEval_64.py: 0.000149s
HumanEval_66.py: 0.000394s
HumanEval_69.py: 0.000859s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000064s
HumanEval_74.py: 0.000133s
HumanEval_78.py: 0.000146s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000115s
HumanEval_81.py: 0.000129s
HumanEval_84.py: 0.000140s
HumanEval_85.py: 0.000083s
HumanEval_86.py: 0.000297s
HumanEval_87.py: 0.000515s
HumanEval_89.py: 0.000463s
HumanEval_90.py: 0.000098s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000484s
HumanEval_95.py: 0.000222s
HumanEval_96.py: 0.001653s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000066s
HumanEval_102.py: 0.000027s
HumanEval_103.py: 0.000980s
HumanEval_104.py: 0.000351s
HumanEval_105.py: 0.000133s
HumanEval_110.py: 0.000080s
HumanEval_111.py: 0.000306s
HumanEval_112.py: 0.000165s
HumanEval_113.py: 0.000247s
HumanEval_114.py: 0.000360s
HumanEval_116.py: 0.000543s
HumanEval_118.py: 0.000157s
HumanEval_121.py: 0.000123s
HumanEval_123.py: 0.000173s
HumanEval_125.py: 0.000190s
HumanEval_126.py: 0.000821s
HumanEval_128.py: 0.000329s
HumanEval_132.py: 0.000557s
HumanEval_133.py: 0.000310s
HumanEval_134.py: 0.000144s
HumanEval_136.py: 0.000509s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000619s
HumanEval_144.py: 0.000216s
HumanEval_146.py: 0.000118s
HumanEval_147.py: 0.365393s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000253s
HumanEval_150.py: 0.006591s
HumanEval_152.py: 0.000106s
HumanEval_153.py: 0.002673s
HumanEval_155.py: 0.000126s
HumanEval_157.py: 0.000064s
HumanEval_160.py: 0.000299s
HumanEval_163.py: 0.000126s
