HumanEval_0.py: 0.000179s
HumanEval_1.py: 0.000223s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000143s
HumanEval_5.py: 0.000078s
HumanEval_6.py: 0.000332s
HumanEval_7.py: 0.000046s
HumanEval_8.py: 0.000044s
HumanEval_9.py: 0.000060s
HumanEval_10.py: 0.000061s
HumanEval_11.py: 0.000122s
HumanEval_12.py: 0.000069s
HumanEval_13.py: 0.000029s
HumanEval_14.py: 0.000053s
HumanEval_15.py: 0.000100s
HumanEval_16.py: 0.000061s
HumanEval_17.py: 0.000108s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000202s
HumanEval_20.py: 0.000180s
HumanEval_21.py: 0.000124s
HumanEval_22.py: 0.000040s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000225s
HumanEval_26.py: 0.000208s
HumanEval_27.py: 0.000024s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.000149s
HumanEval_33.py: 0.000400s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000017s
HumanEval_36.py: 0.218409s
HumanEval_37.py: 0.000141s
HumanEval_38.py: 0.053926s
HumanEval_39.py: 0.013048s
HumanEval_40.py: 0.000241s
HumanEval_41.py: 0.000013s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000087s
HumanEval_44.py: 0.000269s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000115s
HumanEval_47.py: 0.000065s
HumanEval_48.py: 0.000026s
HumanEval_49.py: 0.000110s
HumanEval_50.py: 0.069324s
HumanEval_51.py: 0.000183s
HumanEval_52.py: 0.000121s
HumanEval_53.py: 0.005751s
HumanEval_54.py: 0.000058s
HumanEval_55.py: 0.000049s
HumanEval_56.py: 0.000153s
HumanEval_57.py: 0.000387s
HumanEval_58.py: 0.000065s
HumanEval_59.py: 0.000086s
HumanEval_60.py: 0.000019s
HumanEval_61.py: 0.000152s
HumanEval_62.py: 0.000078s
HumanEval_63.py: 0.000172s
HumanEval_64.py: 0.000180s
HumanEval_66.py: 0.000302s
HumanEval_67.py: 0.000077s
HumanEval_68.py: 0.000157s
HumanEval_69.py: 0.002081s
HumanEval_70.py: 0.000738s
HumanEval_71.py: 0.000092s
HumanEval_72.py: 0.000044s
HumanEval_73.py: 0.000088s
HumanEval_74.py: 0.000356s
HumanEval_76.py: 0.000052s
HumanEval_77.py: 0.000117s
HumanEval_78.py: 0.000180s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000161s
HumanEval_81.py: 0.000122s
HumanEval_82.py: 0.000143s
HumanEval_84.py: 0.000149s
HumanEval_85.py: 0.000083s
HumanEval_87.py: 0.000484s
HumanEval_88.py: 0.000088s
HumanEval_89.py: 0.000994s
HumanEval_90.py: 0.000099s
HumanEval_92.py: 0.000222s
HumanEval_94.py: 0.000985s
HumanEval_95.py: 0.000409s
HumanEval_96.py: 0.001286s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000155s
HumanEval_99.py: 0.000047s
HumanEval_100.py: 0.000093s
HumanEval_101.py: 0.000251s
HumanEval_102.py: 0.000044s
HumanEval_103.py: 0.000373s
HumanEval_104.py: 0.000345s
HumanEval_105.py: 0.000153s
HumanEval_106.py: 0.000157s
HumanEval_107.py: 0.000945s
HumanEval_109.py: 0.000066s
HumanEval_110.py: 0.000245s
HumanEval_111.py: 0.000656s
HumanEval_112.py: 0.000239s
HumanEval_113.py: 0.000215s
HumanEval_114.py: 0.000440s
HumanEval_115.py: 0.000133s
HumanEval_116.py: 0.000479s
HumanEval_117.py: 0.000680s
HumanEval_118.py: 0.000168s
HumanEval_119.py: 0.000268s
HumanEval_120.py: 0.000141s
HumanEval_122.py: 0.000097s
HumanEval_123.py: 0.000190s
HumanEval_124.py: 0.000210s
HumanEval_125.py: 0.000252s
HumanEval_126.py: 0.000708s
HumanEval_127.py: 0.000147s
HumanEval_128.py: 0.000371s
HumanEval_130.py: 0.000348s
HumanEval_131.py: 0.000142s
HumanEval_133.py: 0.000484s
HumanEval_136.py: 0.000308s
HumanEval_137.py: 0.000164s
HumanEval_138.py: 0.000024s
HumanEval_139.py: 0.000078s
HumanEval_142.py: 0.000335s
HumanEval_143.py: 0.000404s
HumanEval_144.py: 0.000245s
HumanEval_147.py: 0.292141s
HumanEval_148.py: 0.000089s
HumanEval_149.py: 0.000271s
HumanEval_150.py: 0.000157s
HumanEval_151.py: 0.001015s
HumanEval_152.py: 0.000091s
HumanEval_153.py: 0.002020s
HumanEval_154.py: 0.000087s
HumanEval_155.py: 0.000371s
HumanEval_156.py: 0.000330s
HumanEval_157.py: 0.000197s
HumanEval_158.py: 0.001530s
HumanEval_159.py: 0.000049s
HumanEval_161.py: 0.000478s
HumanEval_162.py: 0.000085s
HumanEval_163.py: 0.000164s
