HumanEval_0.py: 0.000196s
HumanEval_1.py: 0.000248s
HumanEval_2.py: 0.000021s
HumanEval_3.py: 0.000048s
HumanEval_4.py: 0.000160s
HumanEval_5.py: 0.000090s
HumanEval_6.py: 0.000365s
HumanEval_7.py: 0.000052s
HumanEval_8.py: 0.000048s
HumanEval_9.py: 0.000070s
HumanEval_10.py: 0.000068s
HumanEval_11.py: 0.000136s
HumanEval_12.py: 0.000078s
HumanEval_13.py: 0.000031s
HumanEval_14.py: 0.000063s
HumanEval_15.py: 0.000112s
HumanEval_16.py: 0.000070s
HumanEval_17.py: 0.000125s
HumanEval_18.py: 0.000125s
HumanEval_19.py: 0.000238s
HumanEval_20.py: 0.000215s
HumanEval_21.py: 0.000147s
HumanEval_22.py: 0.000048s
HumanEval_23.py: 0.000018s
HumanEval_24.py: 0.000050s
HumanEval_25.py: 0.000267s
HumanEval_26.py: 0.000250s
HumanEval_27.py: 0.000029s
HumanEval_28.py: 0.000024s
HumanEval_29.py: 0.000052s
HumanEval_30.py: 0.000053s
HumanEval_31.py: 0.000171s
HumanEval_33.py: 0.000489s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000020s
HumanEval_36.py: 0.236845s
HumanEval_37.py: 0.000160s
HumanEval_38.py: 0.058243s
HumanEval_39.py: 0.013950s
HumanEval_40.py: 0.000256s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000035s
HumanEval_43.py: 0.000096s
HumanEval_44.py: 0.000290s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000126s
HumanEval_47.py: 0.000072s
HumanEval_48.py: 0.000029s
HumanEval_49.py: 0.000099s
HumanEval_50.py: 0.074442s
HumanEval_51.py: 0.000199s
HumanEval_52.py: 0.000129s
HumanEval_53.py: 0.006289s
HumanEval_54.py: 0.000061s
HumanEval_55.py: 0.000053s
HumanEval_56.py: 0.000162s
HumanEval_57.py: 0.000408s
HumanEval_58.py: 0.000065s
HumanEval_59.py: 0.000094s
HumanEval_60.py: 0.000019s
HumanEval_61.py: 0.000165s
HumanEval_62.py: 0.000082s
HumanEval_63.py: 0.000180s
HumanEval_64.py: 0.000189s
HumanEval_66.py: 0.000330s
HumanEval_67.py: 0.000083s
HumanEval_68.py: 0.000169s
HumanEval_69.py: 0.002333s
HumanEval_70.py: 0.000805s
HumanEval_71.py: 0.000102s
HumanEval_72.py: 0.000049s
HumanEval_73.py: 0.000097s
HumanEval_74.py: 0.000391s
HumanEval_76.py: 0.000061s
HumanEval_77.py: 0.000134s
HumanEval_78.py: 0.000199s
HumanEval_79.py: 0.000036s
HumanEval_80.py: 0.000179s
HumanEval_81.py: 0.000137s
HumanEval_82.py: 0.000160s
HumanEval_84.py: 0.000158s
HumanEval_85.py: 0.000091s
HumanEval_87.py: 0.000583s
HumanEval_88.py: 0.000102s
HumanEval_89.py: 0.001196s
HumanEval_90.py: 0.000114s
HumanEval_92.py: 0.000267s
HumanEval_94.py: 0.001181s
HumanEval_95.py: 0.000485s
HumanEval_96.py: 0.001493s
HumanEval_97.py: 0.000066s
HumanEval_98.py: 0.000180s
HumanEval_99.py: 0.000055s
HumanEval_100.py: 0.000107s
HumanEval_101.py: 0.000287s
HumanEval_102.py: 0.000050s
HumanEval_103.py: 0.000421s
HumanEval_104.py: 0.000392s
HumanEval_105.py: 0.000175s
HumanEval_106.py: 0.000178s
HumanEval_107.py: 0.001082s
HumanEval_109.py: 0.000074s
HumanEval_110.py: 0.000278s
HumanEval_111.py: 0.000760s
HumanEval_112.py: 0.000282s
HumanEval_113.py: 0.000250s
HumanEval_114.py: 0.000525s
HumanEval_115.py: 0.000155s
HumanEval_116.py: 0.000560s
HumanEval_117.py: 0.000825s
HumanEval_118.py: 0.000210s
HumanEval_119.py: 0.000327s
HumanEval_120.py: 0.000174s
HumanEval_122.py: 0.000116s
HumanEval_123.py: 0.000233s
HumanEval_124.py: 0.000256s
HumanEval_125.py: 0.000305s
HumanEval_126.py: 0.000852s
HumanEval_127.py: 0.000173s
HumanEval_128.py: 0.000435s
HumanEval_130.py: 0.000409s
HumanEval_131.py: 0.000165s
HumanEval_133.py: 0.000566s
HumanEval_136.py: 0.000357s
HumanEval_137.py: 0.000189s
HumanEval_138.py: 0.000028s
HumanEval_139.py: 0.000091s
HumanEval_142.py: 0.000397s
HumanEval_143.py: 0.000465s
HumanEval_144.py: 0.000307s
HumanEval_147.py: 0.337037s
HumanEval_148.py: 0.000085s
HumanEval_149.py: 0.000290s
HumanEval_150.py: 0.000155s
HumanEval_151.py: 0.000988s
HumanEval_152.py: 0.000085s
HumanEval_153.py: 0.002028s
HumanEval_154.py: 0.000086s
HumanEval_155.py: 0.000371s
HumanEval_156.py: 0.000319s
HumanEval_157.py: 0.000199s
HumanEval_158.py: 0.001478s
HumanEval_159.py: 0.000047s
HumanEval_161.py: 0.000484s
HumanEval_162.py: 0.000082s
HumanEval_163.py: 0.000162s
