HumanEval_0.py: 0.000182s
HumanEval_1.py: 0.000229s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000151s
HumanEval_5.py: 0.000078s
HumanEval_6.py: 0.000330s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000044s
HumanEval_9.py: 0.000061s
HumanEval_10.py: 0.000059s
HumanEval_11.py: 0.000121s
HumanEval_12.py: 0.000068s
HumanEval_13.py: 0.000028s
HumanEval_14.py: 0.000054s
HumanEval_15.py: 0.000095s
HumanEval_16.py: 0.000061s
HumanEval_17.py: 0.000107s
HumanEval_18.py: 0.000107s
HumanEval_19.py: 0.000202s
HumanEval_20.py: 0.000185s
HumanEval_21.py: 0.000127s
HumanEval_22.py: 0.000040s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000225s
HumanEval_26.py: 0.000218s
HumanEval_27.py: 0.000031s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.000146s
HumanEval_33.py: 0.000407s
HumanEval_34.py: 0.000015s
HumanEval_35.py: 0.000016s
HumanEval_36.py: 0.217983s
HumanEval_37.py: 0.000147s
HumanEval_38.py: 0.054579s
HumanEval_39.py: 0.012862s
HumanEval_40.py: 0.000243s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000089s
HumanEval_44.py: 0.000270s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000119s
HumanEval_47.py: 0.000067s
HumanEval_48.py: 0.000026s
HumanEval_49.py: 0.000094s
HumanEval_50.py: 0.069433s
HumanEval_51.py: 0.000185s
HumanEval_52.py: 0.000119s
HumanEval_53.py: 0.005823s
HumanEval_54.py: 0.000062s
HumanEval_55.py: 0.000049s
HumanEval_56.py: 0.000149s
HumanEval_57.py: 0.000392s
HumanEval_58.py: 0.000060s
HumanEval_59.py: 0.000084s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000151s
HumanEval_62.py: 0.000080s
HumanEval_63.py: 0.000175s
HumanEval_64.py: 0.000179s
HumanEval_66.py: 0.000299s
HumanEval_67.py: 0.000075s
HumanEval_68.py: 0.000164s
HumanEval_69.py: 0.002056s
HumanEval_70.py: 0.000726s
HumanEval_71.py: 0.000094s
HumanEval_72.py: 0.000042s
HumanEval_73.py: 0.000087s
HumanEval_74.py: 0.000349s
HumanEval_76.py: 0.000053s
HumanEval_77.py: 0.000117s
HumanEval_78.py: 0.000174s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000156s
HumanEval_81.py: 0.000126s
HumanEval_82.py: 0.000140s
HumanEval_84.py: 0.000141s
HumanEval_85.py: 0.000082s
HumanEval_87.py: 0.000478s
HumanEval_88.py: 0.000088s
HumanEval_89.py: 0.000993s
HumanEval_90.py: 0.000096s
HumanEval_92.py: 0.000224s
HumanEval_94.py: 0.000980s
HumanEval_95.py: 0.000413s
HumanEval_96.py: 0.001297s
HumanEval_97.py: 0.000058s
HumanEval_98.py: 0.000154s
HumanEval_99.py: 0.000047s
HumanEval_100.py: 0.000093s
HumanEval_101.py: 0.000334s
HumanEval_102.py: 0.000044s
HumanEval_103.py: 0.000375s
HumanEval_104.py: 0.000340s
HumanEval_105.py: 0.000152s
HumanEval_106.py: 0.000166s
HumanEval_107.py: 0.000951s
HumanEval_109.py: 0.000067s
HumanEval_110.py: 0.000245s
HumanEval_111.py: 0.000664s
HumanEval_112.py: 0.000239s
HumanEval_113.py: 0.000215s
HumanEval_114.py: 0.000446s
HumanEval_115.py: 0.000132s
HumanEval_116.py: 0.000486s
HumanEval_117.py: 0.000680s
HumanEval_118.py: 0.000170s
HumanEval_119.py: 0.000257s
HumanEval_120.py: 0.000142s
HumanEval_122.py: 0.000096s
HumanEval_123.py: 0.000193s
HumanEval_124.py: 0.000212s
HumanEval_125.py: 0.000249s
HumanEval_126.py: 0.000711s
HumanEval_127.py: 0.000144s
HumanEval_128.py: 0.000374s
HumanEval_130.py: 0.000350s
HumanEval_131.py: 0.000144s
HumanEval_133.py: 0.000489s
HumanEval_136.py: 0.000303s
HumanEval_137.py: 0.000158s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000078s
HumanEval_142.py: 0.000339s
HumanEval_143.py: 0.000389s
HumanEval_144.py: 0.000247s
HumanEval_147.py: 0.313857s
HumanEval_148.py: 0.000092s
HumanEval_149.py: 0.000277s
HumanEval_150.py: 0.000165s
HumanEval_151.py: 0.001056s
HumanEval_152.py: 0.000094s
HumanEval_153.py: 0.002182s
HumanEval_154.py: 0.000094s
HumanEval_155.py: 0.000415s
HumanEval_156.py: 0.000350s
HumanEval_157.py: 0.000217s
HumanEval_158.py: 0.001625s
HumanEval_159.py: 0.000053s
HumanEval_161.py: 0.000519s
HumanEval_162.py: 0.001472s
HumanEval_163.py: 0.000181s
