HumanEval_0.py: Kernel usage: 9.09%, CPU usage: 290.85%, CPU Runtime: 0.40s, Total Runtime: 0.14s
Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 10.70s, Total Runtime: 5.35s
HumanEval_4.py: Kernel usage: 7.46%, CPU usage: 238.60%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.54%, CPU usage: 241.25%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.22%, CPU usage: 295.09%, CPU Runtime: 5.59s, Total Runtime: 1.90s
HumanEval_16.py: Kernel usage: 7.49%, CPU usage: 239.69%, CPU Runtime: 0.36s, Total Runtime: 0.15s
Mbpp_19.py: Kernel usage: 5.44%, CPU usage: 174.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.32%, CPU usage: 202.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.73s, Total Runtime: 0.87s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.37s, Total Runtime: 0.18s
HumanEval_34.py: Kernel usage: 6.63%, CPU usage: 212.00%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.51%, CPU usage: 240.35%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.26%, CPU usage: 200.37%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.51%, CPU usage: 240.47%, CPU Runtime: 1.34s, Total Runtime: 0.56s
HumanEval_58.py: Kernel usage: 6.27%, CPU usage: 200.71%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 5.51%, CPU usage: 176.23%, CPU Runtime: 0.03s, Total Runtime: 0.02s
HumanEval_74.py: Kernel usage: 7.44%, CPU usage: 238.13%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.42%, CPU usage: 269.49%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 6.05%, CPU usage: 193.58%, CPU Runtime: 0.04s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 9.04%, CPU usage: 289.33%, CPU Runtime: 1.41s, Total Runtime: 0.49s
HumanEval_87.py: Kernel usage: 5.80%, CPU usage: 185.70%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 6.08%, CPU usage: 194.69%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.38%, CPU usage: 236.01%, CPU Runtime: 3.99s, Total Runtime: 1.69s
HumanEval_90.py: Kernel usage: 6.20%, CPU usage: 198.43%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.43%, CPU usage: 237.89%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 5.95%, CPU usage: 190.49%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 7.31%, CPU usage: 233.83%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 7.49%, CPU usage: 239.62%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_108.py: Kernel usage: 9.52%, CPU usage: 304.55%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_113.py: Kernel usage: 11.27%, CPU usage: 360.71%, CPU Runtime: 9.00s, Total Runtime: 2.50s
HumanEval_120.py: Kernel usage: 9.08%, CPU usage: 290.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_121.py: Kernel usage: 6.19%, CPU usage: 198.20%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.37%, CPU usage: 299.97%, CPU Runtime: 0.74s, Total Runtime: 0.25s
Mbpp_128.py: Kernel usage: 7.76%, CPU usage: 248.27%, CPU Runtime: 0.24s, Total Runtime: 0.10s
Mbpp_129.py: Kernel usage: 3.22%, CPU usage: 103.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_130.py: Kernel usage: 6.13%, CPU usage: 196.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 6.02%, CPU usage: 192.50%, CPU Runtime: 0.15s, Total Runtime: 0.08s
Mbpp_140.py: Kernel usage: 8.69%, CPU usage: 278.17%, CPU Runtime: 5.61s, Total Runtime: 2.02s
Mbpp_141.py: Kernel usage: 7.60%, CPU usage: 243.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 9.92%, CPU usage: 317.51%, CPU Runtime: 0.25s, Total Runtime: 0.08s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.13%, CPU Runtime: 0.17s, Total Runtime: 0.09s
Mbpp_170.py: Kernel usage: 5.49%, CPU usage: 175.80%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_226.py: Kernel usage: 6.45%, CPU usage: 206.48%, CPU Runtime: 0.41s, Total Runtime: 0.20s
Mbpp_230.py: Kernel usage: 6.25%, CPU usage: 200.01%, CPU Runtime: 0.06s, Total Runtime: 0.03s
Mbpp_239.py: Kernel usage: 6.21%, CPU usage: 198.85%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_240.py: Kernel usage: 4.48%, CPU usage: 143.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
