HumanEval_0.py: Kernel usage: 8.88%, CPU usage: 284.29%, CPU Runtime: 0.52s, Total Runtime: 0.18s
Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 12.00s, Total Runtime: 6.00s
HumanEval_4.py: Kernel usage: 7.44%, CPU usage: 238.20%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.53%, CPU usage: 241.03%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.21%, CPU usage: 294.82%, CPU Runtime: 6.34s, Total Runtime: 2.15s
HumanEval_16.py: Kernel usage: 7.51%, CPU usage: 240.47%, CPU Runtime: 0.42s, Total Runtime: 0.17s
Mbpp_19.py: Kernel usage: 5.47%, CPU usage: 175.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.35%, CPU usage: 203.20%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.91s, Total Runtime: 0.95s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.41s, Total Runtime: 0.21s
HumanEval_34.py: Kernel usage: 6.62%, CPU usage: 211.70%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.50%, CPU usage: 240.12%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.26%, CPU usage: 200.33%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.51%, CPU usage: 240.45%, CPU Runtime: 1.47s, Total Runtime: 0.61s
HumanEval_58.py: Kernel usage: 6.27%, CPU usage: 200.63%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 5.52%, CPU usage: 176.71%, CPU Runtime: 0.04s, Total Runtime: 0.02s
HumanEval_74.py: Kernel usage: 7.43%, CPU usage: 237.90%, CPU Runtime: 0.00s, Total Runtime: 0.00s
