HumanEval_0.py: Kernel usage: 9.07%, CPU usage: 290.39%, CPU Runtime: 0.41s, Total Runtime: 0.14s
Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 10.96s, Total Runtime: 5.48s
HumanEval_4.py: Kernel usage: 7.46%, CPU usage: 238.74%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.54%, CPU usage: 241.22%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.22%, CPU usage: 295.05%, CPU Runtime: 5.20s, Total Runtime: 1.76s
HumanEval_16.py: Kernel usage: 7.49%, CPU usage: 239.66%, CPU Runtime: 0.34s, Total Runtime: 0.14s
Mbpp_19.py: Kernel usage: 5.22%, CPU usage: 166.89%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.32%, CPU usage: 202.33%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.72s, Total Runtime: 0.86s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.38s, Total Runtime: 0.19s
HumanEval_34.py: Kernel usage: 6.65%, CPU usage: 212.86%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.52%, CPU usage: 240.70%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.26%, CPU usage: 200.40%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.51%, CPU usage: 240.39%, CPU Runtime: 1.35s, Total Runtime: 0.56s
HumanEval_58.py: Kernel usage: 6.28%, CPU usage: 201.00%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 5.56%, CPU usage: 177.98%, CPU Runtime: 0.03s, Total Runtime: 0.02s
HumanEval_74.py: Kernel usage: 7.44%, CPU usage: 238.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.40%, CPU usage: 268.95%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 6.05%, CPU usage: 193.62%, CPU Runtime: 0.04s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 9.05%, CPU usage: 289.49%, CPU Runtime: 1.31s, Total Runtime: 0.45s
HumanEval_87.py: Kernel usage: 5.79%, CPU usage: 185.21%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 6.09%, CPU usage: 194.78%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.38%, CPU usage: 236.27%, CPU Runtime: 3.91s, Total Runtime: 1.65s
HumanEval_90.py: Kernel usage: 6.21%, CPU usage: 198.57%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.42%, CPU usage: 237.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 5.96%, CPU usage: 190.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 7.31%, CPU usage: 234.02%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 7.50%, CPU usage: 240.07%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_108.py: Kernel usage: 9.50%, CPU usage: 303.84%, CPU Runtime: 0.02s, Total Runtime: 0.01s
