Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.23%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 11.31%, CPU usage: 362.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.43%, CPU usage: 237.81%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.41%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.22s, Total Runtime: 1.11s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.90s, Total Runtime: 0.95s
HumanEval_34.py: Kernel usage: 6.26%, CPU usage: 200.33%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.32%, CPU usage: 330.27%, CPU Runtime: 1.18s, Total Runtime: 0.36s
HumanEval_58.py: Kernel usage: 6.32%, CPU usage: 202.38%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.49%, CPU usage: 207.76%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_75.py: Kernel usage: 11.13%, CPU usage: 356.20%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_88.py: Kernel usage: 6.10%, CPU usage: 195.17%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.06%, CPU usage: 226.05%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.36%, CPU usage: 331.51%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 9.37%, CPU usage: 299.98%, CPU Runtime: 0.11s, Total Runtime: 0.04s
Mbpp_97.py: Kernel usage: 7.05%, CPU usage: 225.68%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.24%, CPU usage: 167.80%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_108.py: Kernel usage: 9.17%, CPU usage: 293.29%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_121.py: Kernel usage: 9.13%, CPU usage: 292.20%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.35%, CPU usage: 299.18%, CPU Runtime: 0.97s, Total Runtime: 0.32s
Mbpp_128.py: Kernel usage: 9.92%, CPU usage: 317.49%, CPU Runtime: 0.27s, Total Runtime: 0.09s
Mbpp_130.py: Kernel usage: 8.45%, CPU usage: 270.25%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 5.85%, CPU usage: 187.13%, CPU Runtime: 0.18s, Total Runtime: 0.10s
Mbpp_140.py: Kernel usage: 5.78%, CPU usage: 185.12%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.31%, CPU usage: 234.01%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.30%, CPU usage: 265.72%, CPU Runtime: 0.11s, Total Runtime: 0.04s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.04%, CPU Runtime: 0.23s, Total Runtime: 0.11s
Mbpp_170.py: Kernel usage: 5.64%, CPU usage: 180.49%, CPU Runtime: 0.05s, Total Runtime: 0.03s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.59s, Total Runtime: 0.30s
Mbpp_230.py: Kernel usage: 9.27%, CPU usage: 296.55%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_240.py: Kernel usage: 3.84%, CPU usage: 122.99%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_256.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 3.98s, Total Runtime: 1.99s
Mbpp_265.py: Kernel usage: 8.58%, CPU usage: 274.71%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_296.py: Kernel usage: 6.25%, CPU usage: 200.01%, CPU Runtime: 9.36s, Total Runtime: 4.68s
Mbpp_392.py: Kernel usage: 6.62%, CPU usage: 211.71%, CPU Runtime: 4.17s, Total Runtime: 1.97s
Mbpp_405.py: Kernel usage: 6.18%, CPU usage: 197.62%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_424.py: Kernel usage: 9.01%, CPU usage: 288.32%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_425.py: Kernel usage: 4.56%, CPU usage: 145.88%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_433.py: Kernel usage: 9.15%, CPU usage: 292.83%, CPU Runtime: 0.44s, Total Runtime: 0.15s
Mbpp_446.py: Kernel usage: 6.21%, CPU usage: 198.64%, CPU Runtime: 0.00s, Total Runtime: 0.00s
