Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.32%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 11.34%, CPU usage: 362.83%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.43%, CPU usage: 237.74%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.31s, Total Runtime: 1.16s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.99s, Total Runtime: 0.99s
HumanEval_34.py: Kernel usage: 6.27%, CPU usage: 200.68%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.33%, CPU usage: 330.47%, CPU Runtime: 1.22s, Total Runtime: 0.37s
HumanEval_58.py: Kernel usage: 6.33%, CPU usage: 202.49%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.57%, CPU usage: 210.18%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_75.py: Kernel usage: 11.20%, CPU usage: 358.27%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_88.py: Kernel usage: 6.10%, CPU usage: 195.13%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.11%, CPU usage: 227.50%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.36%, CPU usage: 331.47%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 9.37%, CPU usage: 299.98%, CPU Runtime: 0.11s, Total Runtime: 0.04s
Mbpp_97.py: Kernel usage: 7.13%, CPU usage: 228.19%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.27%, CPU usage: 168.77%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_108.py: Kernel usage: 9.18%, CPU usage: 293.88%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_121.py: Kernel usage: 9.09%, CPU usage: 291.01%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.35%, CPU usage: 299.17%, CPU Runtime: 1.01s, Total Runtime: 0.34s
Mbpp_128.py: Kernel usage: 9.90%, CPU usage: 316.65%, CPU Runtime: 0.29s, Total Runtime: 0.09s
Mbpp_130.py: Kernel usage: 8.52%, CPU usage: 272.54%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 5.81%, CPU usage: 185.95%, CPU Runtime: 0.19s, Total Runtime: 0.10s
Mbpp_140.py: Kernel usage: 5.80%, CPU usage: 185.75%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.26%, CPU usage: 232.38%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.31%, CPU usage: 265.93%, CPU Runtime: 0.12s, Total Runtime: 0.04s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.05%, CPU Runtime: 0.24s, Total Runtime: 0.12s
Mbpp_170.py: Kernel usage: 5.71%, CPU usage: 182.61%, CPU Runtime: 0.05s, Total Runtime: 0.03s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.62s, Total Runtime: 0.31s
