HumanEval_0.py: 0.174950s
Mbpp_3.py: 0.000190s
Mbpp_4.py: 0.001019s
HumanEval_4.py: 0.008967s
HumanEval_9.py: 0.003146s
Mbpp_9.py: 0.001876s
Mbpp_11.py: 0.000123s
Mbpp_12.py: 0.005566s
HumanEval_16.py: 0.004423s
Mbpp_16.py: 0.001770s
Mbpp_19.py: 0.001461s
HumanEval_20.py: 0.001930s
HumanEval_24.py: 0.543314s
HumanEval_26.py: 0.004533s
HumanEval_31.py: 0.000081s
HumanEval_36.py: 0.076288s
HumanEval_37.py: 0.001568s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.049937s
HumanEval_54.py: 0.008450s
HumanEval_58.py: 0.005004s
HumanEval_59.py: 0.000008s
Mbpp_62.py: 0.018476s
HumanEval_64.py: 0.299999s
HumanEval_74.py: 0.001306s
Mbpp_75.py: 0.000402s
HumanEval_85.py: 0.050820s
HumanEval_87.py: 0.011055s
Mbpp_88.py: 0.007105s
HumanEval_89.py: 1.632926s
HumanEval_90.py: 0.002956s
Mbpp_90.py: 0.001605s
Mbpp_94.py: 0.002669s
Mbpp_96.py: 0.142349s
Mbpp_97.py: 0.001494s
Mbpp_106.py: 0.000766s
HumanEval_113.py: 0.982942s
HumanEval_119.py: 0.000663s
HumanEval_120.py: 0.000042s
HumanEval_121.py: 0.012797s
Mbpp_123.py: 0.139737s
Mbpp_128.py: 0.069474s
Mbpp_129.py: 0.014954s
Mbpp_130.py: 0.001350s
Mbpp_137.py: 0.026064s
Mbpp_141.py: 0.000564s
HumanEval_149.py: 0.075026s
Mbpp_166.py: 0.113196s
Mbpp_170.py: 0.020488s
Mbpp_226.py: 0.001224s
Mbpp_230.py: 0.000306s
Mbpp_239.py: 0.000958s
Mbpp_240.py: 0.001493s
Mbpp_251.py: 0.005679s
Mbpp_256.py: 0.000578s
Mbpp_265.py: 0.037135s
Mbpp_281.py: 0.000737s
Mbpp_296.py: 0.089434s
Mbpp_392.py: 0.000177s
Mbpp_395.py: 0.002936s
Mbpp_405.py: 0.000195s
Mbpp_414.py: 0.000448s
Mbpp_421.py: 0.046884s
Mbpp_424.py: 0.000277s
Mbpp_425.py: 0.002831s
Mbpp_428.py: 0.005244s
Mbpp_433.py: 0.016874s
Mbpp_437.py: 0.455618s
Mbpp_440.py: 0.000012s
Mbpp_446.py: 0.320497s
Mbpp_451.py: 0.005078s
Mbpp_456.py: 0.012181s
Mbpp_460.py: 0.001798s
Mbpp_474.py: 0.000187s
Mbpp_476.py: 0.022702s
Mbpp_477.py: 0.000690s
Mbpp_563.py: 0.006428s
Mbpp_572.py: 0.000997s
Mbpp_578.py: 0.005523s
Mbpp_586.py: 0.000344s
Mbpp_587.py: 0.001337s
Mbpp_588.py: 0.029716s
Mbpp_597.py: 0.008542s
Mbpp_604.py: 0.017573s
Mbpp_611.py: 0.003404s
Mbpp_631.py: 0.030427s
Mbpp_632.py: 0.001641s
Mbpp_633.py: 0.046306s
Mbpp_644.py: 0.007965s
Mbpp_720.py: 0.010421s
Mbpp_725.py: 0.023556s
Mbpp_740.py: 0.001861s
Mbpp_744.py: 0.007318s
Mbpp_750.py: 0.016397s
Mbpp_753.py: 0.078087s
Mbpp_755.py: 0.005798s
Mbpp_757.py: 0.003998s
Mbpp_758.py: 0.004069s
Mbpp_760.py: 0.000125s
Mbpp_764.py: 0.534201s
Mbpp_766.py: 0.124794s
Mbpp_775.py: 0.191534s
Mbpp_781.py: 0.000356s
Mbpp_800.py: 0.001244s
Mbpp_805.py: 0.005460s
Mbpp_808.py: 0.001652s
