HumanEval_0.py: 0.178688s
Mbpp_3.py: 0.000184s
Mbpp_4.py: 0.000939s
HumanEval_4.py: 0.008249s
HumanEval_9.py: 0.002984s
Mbpp_9.py: 0.001777s
Mbpp_11.py: 0.000127s
Mbpp_12.py: 0.005314s
HumanEval_16.py: 0.004208s
Mbpp_16.py: 0.001638s
Mbpp_19.py: 0.001525s
HumanEval_20.py: 0.001871s
HumanEval_24.py: 0.481864s
HumanEval_26.py: 0.004688s
HumanEval_31.py: 0.000072s
HumanEval_36.py: 0.070892s
HumanEval_37.py: 0.001529s
HumanEval_49.py: 0.000003s
HumanEval_51.py: 0.046760s
HumanEval_54.py: 0.008032s
HumanEval_58.py: 0.004886s
HumanEval_59.py: 0.000008s
Mbpp_62.py: 0.020440s
HumanEval_64.py: 0.343907s
HumanEval_74.py: 0.001251s
Mbpp_75.py: 0.000396s
HumanEval_85.py: 0.050700s
HumanEval_87.py: 0.011555s
Mbpp_88.py: 0.007266s
HumanEval_89.py: 1.604053s
HumanEval_90.py: 0.003092s
Mbpp_90.py: 0.001686s
Mbpp_94.py: 0.002845s
Mbpp_96.py: 0.142263s
Mbpp_97.py: 0.001496s
Mbpp_106.py: 0.000783s
HumanEval_113.py: 0.832908s
HumanEval_119.py: 0.000658s
HumanEval_120.py: 0.000046s
HumanEval_121.py: 0.014135s
Mbpp_123.py: 0.157125s
Mbpp_128.py: 0.071624s
Mbpp_129.py: 0.014392s
Mbpp_130.py: 0.001421s
Mbpp_137.py: 0.026675s
Mbpp_141.py: 0.000596s
HumanEval_149.py: 0.075094s
Mbpp_166.py: 0.110397s
Mbpp_170.py: 0.021768s
Mbpp_226.py: 0.001219s
Mbpp_230.py: 0.000305s
Mbpp_239.py: 0.000937s
Mbpp_240.py: 0.001578s
Mbpp_251.py: 0.005690s
Mbpp_256.py: 0.000578s
Mbpp_265.py: 0.048672s
Mbpp_281.py: 0.000738s
Mbpp_296.py: 0.087735s
Mbpp_392.py: 0.000177s
Mbpp_395.py: 0.003059s
Mbpp_405.py: 0.000193s
Mbpp_414.py: 0.000462s
Mbpp_421.py: 0.047089s
Mbpp_424.py: 0.000266s
Mbpp_425.py: 0.003004s
Mbpp_428.py: 0.005520s
Mbpp_433.py: 0.017638s
Mbpp_437.py: 0.481293s
Mbpp_440.py: 0.000012s
Mbpp_446.py: 0.337108s
Mbpp_451.py: 0.005269s
Mbpp_456.py: 0.012904s
Mbpp_460.py: 0.001902s
Mbpp_474.py: 0.000194s
Mbpp_476.py: 0.022971s
Mbpp_477.py: 0.000728s
Mbpp_563.py: 0.006617s
Mbpp_572.py: 0.001012s
Mbpp_578.py: 0.006066s
Mbpp_586.py: 0.000378s
Mbpp_587.py: 0.001336s
Mbpp_588.py: 0.030083s
Mbpp_597.py: 0.009104s
Mbpp_604.py: 0.015671s
Mbpp_611.py: 0.003516s
Mbpp_631.py: 0.034492s
Mbpp_632.py: 0.001633s
Mbpp_633.py: 0.048119s
Mbpp_644.py: 0.008354s
Mbpp_720.py: 0.010217s
Mbpp_725.py: 0.025901s
Mbpp_740.py: 0.001983s
Mbpp_744.py: 0.007843s
Mbpp_750.py: 0.014992s
Mbpp_753.py: 0.081292s
Mbpp_755.py: 0.005981s
Mbpp_757.py: 0.004166s
Mbpp_758.py: 0.003729s
Mbpp_760.py: 0.000130s
Mbpp_764.py: 0.568501s
Mbpp_766.py: 0.149832s
Mbpp_775.py: 0.185854s
Mbpp_781.py: 0.000357s
Mbpp_800.py: 0.001204s
Mbpp_805.py: 0.005586s
Mbpp_808.py: 0.001871s
