HumanEval_0.py: 0.000172s
HumanEval_1.py: 0.000637s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000142s
HumanEval_7.py: 0.000045s
HumanEval_8.py: 0.000040s
HumanEval_9.py: 0.000057s
HumanEval_10.py: 0.000098s
HumanEval_11.py: 0.000108s
HumanEval_12.py: 0.000047s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000055s
HumanEval_15.py: 0.000101s
HumanEval_16.py: 0.000060s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000158s
HumanEval_20.py: 0.000194s
HumanEval_21.py: 0.000131s
HumanEval_22.py: 0.000060s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000099s
HumanEval_25.py: 0.000201s
HumanEval_27.py: 0.000383s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000039s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.000113s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000017s
HumanEval_37.py: 0.000166s
HumanEval_38.py: 0.054263s
HumanEval_40.py: 0.000384s
HumanEval_41.py: 0.000030s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000229s
HumanEval_44.py: 0.000288s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000139s
HumanEval_47.py: 0.000064s
HumanEval_49.py: 0.000097s
HumanEval_50.py: 0.069550s
HumanEval_51.py: 0.000175s
HumanEval_52.py: 0.000118s
HumanEval_53.py: 0.005776s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000144s
HumanEval_57.py: 0.000381s
HumanEval_58.py: 0.000060s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000147s
HumanEval_62.py: 0.000067s
HumanEval_63.py: 0.000199s
HumanEval_66.py: 0.000300s
HumanEval_67.py: 0.000076s
HumanEval_68.py: 0.000103s
HumanEval_70.py: 0.000328s
HumanEval_71.py: 0.000090s
HumanEval_73.py: 0.000087s
HumanEval_74.py: 0.000327s
HumanEval_76.py: 0.000058s
HumanEval_78.py: 0.000176s
HumanEval_80.py: 0.000115s
HumanEval_81.py: 0.000126s
HumanEval_82.py: 0.000204s
HumanEval_85.py: 0.000080s
HumanEval_86.py: 0.000272s
HumanEval_87.py: 0.000336s
HumanEval_88.py: 0.000071s
HumanEval_90.py: 0.000097s
HumanEval_92.py: 0.000084s
HumanEval_95.py: 0.000314s
HumanEval_96.py: 0.000789s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000064s
HumanEval_101.py: 0.000177s
HumanEval_102.py: 0.000032s
HumanEval_103.py: 0.000112s
HumanEval_104.py: 0.000341s
HumanEval_105.py: 0.000162s
HumanEval_107.py: 0.000951s
HumanEval_109.py: 0.000107s
HumanEval_111.py: 0.000668s
HumanEval_112.py: 0.000171s
HumanEval_113.py: 0.000211s
HumanEval_116.py: 0.000482s
HumanEval_117.py: 0.000674s
HumanEval_120.py: 0.000115s
HumanEval_121.py: 0.000151s
HumanEval_122.py: 0.000095s
HumanEval_124.py: 0.000182s
HumanEval_125.py: 0.000228s
HumanEval_128.py: 0.000069s
HumanEval_131.py: 0.000068s
HumanEval_135.py: 0.000054s
HumanEval_136.py: 0.000118s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000139s
HumanEval_141.py: 0.000948s
HumanEval_142.py: 0.000374s
HumanEval_143.py: 0.000440s
HumanEval_144.py: 0.000234s
HumanEval_146.py: 0.000287s
HumanEval_147.py: 0.266753s
HumanEval_148.py: 0.000093s
HumanEval_149.py: 0.000256s
HumanEval_150.py: 0.000113s
HumanEval_151.py: 0.000971s
HumanEval_152.py: 0.000111s
HumanEval_153.py: 0.001859s
HumanEval_155.py: 0.000199s
HumanEval_156.py: 0.000344s
HumanEval_157.py: 0.000064s
HumanEval_158.py: 0.000222s
HumanEval_161.py: 0.000615s
HumanEval_162.py: 0.000081s
