HumanEval_0.py: 0.000175s
HumanEval_1.py: 0.000638s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000047s
HumanEval_4.py: 0.000146s
HumanEval_7.py: 0.000044s
HumanEval_8.py: 0.000040s
HumanEval_9.py: 0.000058s
HumanEval_10.py: 0.000096s
HumanEval_11.py: 0.000112s
HumanEval_12.py: 0.000048s
HumanEval_13.py: 0.000018s
HumanEval_14.py: 0.000055s
HumanEval_15.py: 0.000103s
HumanEval_16.py: 0.000061s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000159s
HumanEval_20.py: 0.000190s
HumanEval_21.py: 0.000127s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000098s
HumanEval_25.py: 0.000202s
HumanEval_27.py: 0.000375s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000040s
HumanEval_30.py: 0.000041s
HumanEval_31.py: 0.000107s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000017s
HumanEval_37.py: 0.000169s
HumanEval_38.py: 0.053767s
HumanEval_40.py: 0.000384s
HumanEval_41.py: 0.000030s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000225s
HumanEval_44.py: 0.000281s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000139s
HumanEval_47.py: 0.000062s
HumanEval_49.py: 0.000096s
HumanEval_50.py: 0.069897s
HumanEval_51.py: 0.000169s
HumanEval_52.py: 0.000117s
HumanEval_53.py: 0.005824s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000145s
HumanEval_57.py: 0.000381s
HumanEval_58.py: 0.000060s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000140s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.000198s
HumanEval_66.py: 0.000307s
HumanEval_67.py: 0.000076s
HumanEval_68.py: 0.000101s
HumanEval_70.py: 0.000333s
HumanEval_71.py: 0.000091s
HumanEval_73.py: 0.000086s
HumanEval_74.py: 0.000332s
HumanEval_76.py: 0.000059s
HumanEval_78.py: 0.000178s
HumanEval_80.py: 0.000117s
HumanEval_81.py: 0.000122s
HumanEval_82.py: 0.000205s
HumanEval_85.py: 0.000084s
HumanEval_86.py: 0.000267s
HumanEval_87.py: 0.000335s
HumanEval_88.py: 0.000073s
HumanEval_90.py: 0.000100s
HumanEval_92.py: 0.000082s
HumanEval_95.py: 0.000319s
HumanEval_96.py: 0.000763s
HumanEval_97.py: 0.000058s
HumanEval_98.py: 0.000065s
HumanEval_101.py: 0.000173s
HumanEval_102.py: 0.000031s
HumanEval_103.py: 0.000114s
HumanEval_104.py: 0.000338s
HumanEval_105.py: 0.000159s
HumanEval_107.py: 0.000943s
HumanEval_109.py: 0.000105s
HumanEval_111.py: 0.000666s
HumanEval_112.py: 0.000176s
HumanEval_113.py: 0.000208s
HumanEval_116.py: 0.000481s
HumanEval_117.py: 0.000675s
HumanEval_120.py: 0.000116s
HumanEval_121.py: 0.000148s
HumanEval_122.py: 0.000094s
HumanEval_124.py: 0.000177s
HumanEval_125.py: 0.000228s
HumanEval_128.py: 0.000067s
HumanEval_131.py: 0.000068s
HumanEval_135.py: 0.000053s
HumanEval_136.py: 0.000117s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000139s
HumanEval_141.py: 0.000965s
HumanEval_142.py: 0.000376s
HumanEval_143.py: 0.000434s
HumanEval_144.py: 0.000237s
HumanEval_146.py: 0.000287s
HumanEval_147.py: 0.267278s
HumanEval_148.py: 0.000094s
HumanEval_149.py: 0.000258s
HumanEval_150.py: 0.000110s
HumanEval_151.py: 0.000967s
HumanEval_152.py: 0.000110s
HumanEval_153.py: 0.001873s
HumanEval_155.py: 0.000206s
HumanEval_156.py: 0.000356s
HumanEval_157.py: 0.000065s
HumanEval_158.py: 0.000224s
HumanEval_161.py: 0.000606s
HumanEval_162.py: 0.000084s
