HumanEval_0.py: 0.000168s
HumanEval_1.py: 0.000633s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000143s
HumanEval_7.py: 0.000044s
HumanEval_8.py: 0.000040s
HumanEval_9.py: 0.000057s
HumanEval_10.py: 0.000096s
HumanEval_11.py: 0.000112s
HumanEval_12.py: 0.000047s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000054s
HumanEval_15.py: 0.000099s
HumanEval_16.py: 0.000061s
HumanEval_18.py: 0.000106s
HumanEval_19.py: 0.000160s
HumanEval_20.py: 0.000189s
HumanEval_21.py: 0.000131s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000098s
HumanEval_25.py: 0.000201s
HumanEval_27.py: 0.000376s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000038s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.000105s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000017s
HumanEval_37.py: 0.000170s
HumanEval_38.py: 0.052596s
HumanEval_40.py: 0.000386s
HumanEval_41.py: 0.000030s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000230s
HumanEval_44.py: 0.000285s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000136s
HumanEval_47.py: 0.000063s
HumanEval_49.py: 0.000112s
HumanEval_50.py: 0.067086s
HumanEval_51.py: 0.000166s
HumanEval_52.py: 0.000114s
HumanEval_53.py: 0.005619s
HumanEval_55.py: 0.000049s
HumanEval_56.py: 0.000142s
HumanEval_57.py: 0.000397s
HumanEval_58.py: 0.000061s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000138s
HumanEval_62.py: 0.000066s
HumanEval_63.py: 0.000195s
HumanEval_66.py: 0.000297s
HumanEval_67.py: 0.000077s
HumanEval_68.py: 0.000103s
HumanEval_70.py: 0.000341s
HumanEval_71.py: 0.000092s
HumanEval_73.py: 0.000088s
HumanEval_74.py: 0.000333s
HumanEval_76.py: 0.000057s
HumanEval_78.py: 0.000175s
HumanEval_80.py: 0.000117s
HumanEval_81.py: 0.000126s
HumanEval_82.py: 0.000208s
HumanEval_85.py: 0.000082s
HumanEval_86.py: 0.000267s
HumanEval_87.py: 0.000335s
HumanEval_88.py: 0.000071s
HumanEval_90.py: 0.000098s
HumanEval_92.py: 0.000083s
HumanEval_95.py: 0.000316s
HumanEval_96.py: 0.000788s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000065s
HumanEval_101.py: 0.000174s
HumanEval_102.py: 0.000034s
HumanEval_103.py: 0.000111s
HumanEval_104.py: 0.000341s
HumanEval_105.py: 0.000162s
HumanEval_107.py: 0.000946s
HumanEval_109.py: 0.000105s
HumanEval_111.py: 0.000680s
HumanEval_112.py: 0.000173s
HumanEval_113.py: 0.000208s
HumanEval_116.py: 0.000484s
HumanEval_117.py: 0.000678s
HumanEval_120.py: 0.000114s
HumanEval_121.py: 0.000150s
HumanEval_122.py: 0.000095s
HumanEval_124.py: 0.000175s
HumanEval_125.py: 0.000228s
HumanEval_128.py: 0.000067s
HumanEval_131.py: 0.000071s
HumanEval_135.py: 0.000053s
HumanEval_136.py: 0.000117s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000139s
HumanEval_141.py: 0.000943s
HumanEval_142.py: 0.000376s
HumanEval_143.py: 0.000437s
HumanEval_144.py: 0.000238s
HumanEval_146.py: 0.000285s
HumanEval_147.py: 0.260977s
HumanEval_148.py: 0.000092s
HumanEval_149.py: 0.000257s
HumanEval_150.py: 0.000109s
HumanEval_151.py: 0.000975s
HumanEval_152.py: 0.000113s
HumanEval_153.py: 0.001836s
HumanEval_155.py: 0.000204s
HumanEval_156.py: 0.000354s
HumanEval_157.py: 0.000064s
HumanEval_158.py: 0.000221s
HumanEval_161.py: 0.000615s
HumanEval_162.py: 0.000088s
