HumanEval_0.py: Kernel usage: 9.02%, CPU usage: 288.79%, CPU Runtime: 0.40s, Total Runtime: 0.14s
Mbpp_3.py: Kernel usage: 6.21%, CPU usage: 198.84%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 11.30%, CPU usage: 361.45%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 12.00%, CPU usage: 383.94%, CPU Runtime: 0.03s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 6.93%, CPU usage: 221.82%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_9.py: Kernel usage: 6.25%, CPU usage: 199.90%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_11.py: Kernel usage: 6.18%, CPU usage: 197.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 6.18%, CPU usage: 197.83%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.39%, CPU usage: 204.56%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_16.py: Kernel usage: 12.49%, CPU usage: 399.53%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.97%, CPU usage: 190.94%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.90%, CPU usage: 220.74%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.02s, Total Runtime: 0.51s
HumanEval_26.py: Kernel usage: 11.62%, CPU usage: 371.79%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_31.py: Kernel usage: 6.17%, CPU usage: 197.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_36.py: Kernel usage: 12.63%, CPU usage: 404.08%, CPU Runtime: 0.30s, Total Runtime: 0.07s
HumanEval_37.py: Kernel usage: 8.63%, CPU usage: 276.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.45%, CPU usage: 174.45%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 9.37%, CPU usage: 299.96%, CPU Runtime: 0.15s, Total Runtime: 0.05s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.96%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.33%, CPU usage: 202.68%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_59.py: Kernel usage: 5.39%, CPU usage: 172.62%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.52%, CPU usage: 208.54%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_64.py: Kernel usage: 11.00%, CPU usage: 351.94%, CPU Runtime: 1.09s, Total Runtime: 0.31s
HumanEval_74.py: Kernel usage: 11.82%, CPU usage: 378.25%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 11.20%, CPU usage: 358.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 11.65%, CPU usage: 372.82%, CPU Runtime: 0.21s, Total Runtime: 0.06s
HumanEval_87.py: Kernel usage: 8.58%, CPU usage: 274.43%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_88.py: Kernel usage: 7.14%, CPU usage: 228.57%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_89.py: Kernel usage: 7.15%, CPU usage: 228.75%, CPU Runtime: 3.94s, Total Runtime: 1.72s
HumanEval_90.py: Kernel usage: 6.75%, CPU usage: 215.93%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 11.92%, CPU usage: 381.56%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.37%, CPU usage: 331.79%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 11.14%, CPU usage: 356.37%, CPU Runtime: 0.54s, Total Runtime: 0.15s
Mbpp_97.py: Kernel usage: 7.02%, CPU usage: 224.55%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 4.78%, CPU usage: 152.93%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.34%, CPU usage: 362.77%, CPU Runtime: 3.00s, Total Runtime: 0.83s
HumanEval_119.py: Kernel usage: 6.24%, CPU usage: 199.55%, CPU Runtime: 0.00s, Total Runtime: 0.00s
