HumanEval_1.py: 0.000437s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000048s
HumanEval_5.py: 0.000054s
HumanEval_7.py: 0.000050s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000108s
HumanEval_10.py: 0.000077s
HumanEval_11.py: 0.000125s
HumanEval_12.py: 0.000090s
HumanEval_13.py: 0.000020s
HumanEval_14.py: 0.000056s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000067s
HumanEval_17.py: 0.000105s
HumanEval_18.py: 0.000312s
HumanEval_21.py: 0.000127s
HumanEval_22.py: 0.000065s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000094s
HumanEval_25.py: 0.000205s
HumanEval_26.py: 0.000071s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000046s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010555s
HumanEval_32.py: 0.296408s
HumanEval_33.py: 0.000127s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000017s
HumanEval_38.py: 0.054988s
HumanEval_42.py: 0.000033s
HumanEval_44.py: 0.000130s
HumanEval_45.py: 0.000012s
HumanEval_47.py: 0.000077s
HumanEval_48.py: 0.000103s
HumanEval_50.py: 0.070687s
HumanEval_51.py: 0.000179s
HumanEval_52.py: 0.000125s
HumanEval_53.py: 0.005874s
HumanEval_55.py: 0.002878s
HumanEval_57.py: 0.000087s
HumanEval_58.py: 0.000062s
HumanEval_60.py: 0.000420s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014591s
HumanEval_64.py: 0.000164s
HumanEval_65.py: 0.000062s
HumanEval_67.py: 0.000277s
HumanEval_70.py: 0.000319s
HumanEval_71.py: 0.000095s
HumanEval_72.py: 0.000070s
HumanEval_76.py: 0.000108s
HumanEval_77.py: 0.000122s
HumanEval_78.py: 0.000146s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000119s
HumanEval_85.py: 0.000106s
HumanEval_89.py: 0.000473s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000481s
HumanEval_95.py: 0.000231s
HumanEval_98.py: 0.000067s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001047s
HumanEval_109.py: 0.000151s
HumanEval_111.py: 0.000314s
HumanEval_112.py: 0.000176s
HumanEval_113.py: 0.000632s
HumanEval_118.py: 0.000156s
HumanEval_121.py: 0.000125s
HumanEval_123.py: 0.000177s
HumanEval_124.py: 0.000283s
HumanEval_128.py: 0.000335s
HumanEval_131.py: 0.000100s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000625s
HumanEval_144.py: 0.000222s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000250s
HumanEval_150.py: 0.006914s
HumanEval_155.py: 0.000122s
HumanEval_157.py: 0.000066s
