HumanEval_1.py: 0.000441s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000049s
HumanEval_5.py: 0.000054s
HumanEval_7.py: 0.000056s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000106s
HumanEval_10.py: 0.000079s
HumanEval_11.py: 0.000125s
HumanEval_12.py: 0.000089s
HumanEval_13.py: 0.000021s
HumanEval_14.py: 0.000056s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000062s
HumanEval_17.py: 0.000105s
HumanEval_18.py: 0.000313s
HumanEval_21.py: 0.000127s
HumanEval_22.py: 0.000065s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000093s
HumanEval_25.py: 0.000211s
HumanEval_26.py: 0.000073s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010361s
HumanEval_32.py: 0.297131s
HumanEval_33.py: 0.000125s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000018s
HumanEval_38.py: 0.054980s
HumanEval_42.py: 0.000034s
HumanEval_44.py: 0.000131s
HumanEval_45.py: 0.000012s
HumanEval_47.py: 0.000077s
HumanEval_48.py: 0.000104s
HumanEval_50.py: 0.070725s
HumanEval_51.py: 0.000178s
HumanEval_52.py: 0.000123s
HumanEval_53.py: 0.005873s
HumanEval_55.py: 0.002901s
HumanEval_57.py: 0.000088s
HumanEval_58.py: 0.000061s
HumanEval_60.py: 0.000423s
HumanEval_62.py: 0.000071s
HumanEval_63.py: 0.014512s
HumanEval_64.py: 0.000162s
HumanEval_65.py: 0.000061s
HumanEval_67.py: 0.000277s
HumanEval_70.py: 0.000312s
HumanEval_71.py: 0.000094s
HumanEval_72.py: 0.000066s
HumanEval_76.py: 0.000107s
HumanEval_77.py: 0.000120s
HumanEval_78.py: 0.000148s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000117s
HumanEval_85.py: 0.000085s
HumanEval_89.py: 0.000463s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000491s
HumanEval_95.py: 0.000224s
HumanEval_98.py: 0.000065s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.001043s
HumanEval_109.py: 0.000147s
HumanEval_111.py: 0.000313s
HumanEval_112.py: 0.000171s
HumanEval_113.py: 0.000630s
HumanEval_118.py: 0.000157s
HumanEval_121.py: 0.000124s
HumanEval_123.py: 0.000176s
HumanEval_124.py: 0.000286s
HumanEval_128.py: 0.000338s
HumanEval_131.py: 0.000101s
HumanEval_138.py: 0.000026s
HumanEval_142.py: 0.000624s
HumanEval_144.py: 0.000220s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000251s
HumanEval_150.py: 0.006753s
HumanEval_155.py: 0.000133s
HumanEval_157.py: 0.000067s
