HumanEval_1.py: 0.000415s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000045s
HumanEval_5.py: 0.000050s
HumanEval_7.py: 0.000049s
HumanEval_8.py: 0.000030s
HumanEval_9.py: 0.000104s
HumanEval_10.py: 0.000077s
HumanEval_11.py: 0.000126s
HumanEval_12.py: 0.000091s
HumanEval_13.py: 0.000020s
HumanEval_14.py: 0.000058s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000062s
HumanEval_17.py: 0.000106s
HumanEval_18.py: 0.000311s
HumanEval_21.py: 0.000127s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000091s
HumanEval_25.py: 0.000213s
HumanEval_26.py: 0.000072s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000045s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.010220s
HumanEval_32.py: 0.299194s
HumanEval_33.py: 0.000125s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000017s
HumanEval_38.py: 0.054423s
HumanEval_42.py: 0.000032s
HumanEval_44.py: 0.000132s
HumanEval_45.py: 0.000012s
HumanEval_47.py: 0.000078s
HumanEval_48.py: 0.000103s
HumanEval_50.py: 0.071239s
HumanEval_51.py: 0.000177s
HumanEval_52.py: 0.000126s
HumanEval_53.py: 0.005886s
HumanEval_55.py: 0.002813s
HumanEval_57.py: 0.000087s
HumanEval_58.py: 0.000060s
HumanEval_60.py: 0.000422s
HumanEval_62.py: 0.000070s
HumanEval_63.py: 0.014513s
HumanEval_64.py: 0.000156s
HumanEval_65.py: 0.000062s
HumanEval_67.py: 0.000268s
HumanEval_70.py: 0.000325s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000069s
HumanEval_76.py: 0.000107s
HumanEval_77.py: 0.000120s
HumanEval_78.py: 0.000146s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000120s
HumanEval_85.py: 0.000084s
HumanEval_89.py: 0.000462s
HumanEval_92.py: 0.000085s
HumanEval_93.py: 0.000501s
HumanEval_95.py: 0.000229s
HumanEval_98.py: 0.000065s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.001044s
HumanEval_109.py: 0.000149s
HumanEval_111.py: 0.000312s
HumanEval_112.py: 0.000169s
HumanEval_113.py: 0.000635s
HumanEval_118.py: 0.000160s
HumanEval_121.py: 0.000131s
HumanEval_123.py: 0.000176s
HumanEval_124.py: 0.000279s
HumanEval_128.py: 0.000330s
HumanEval_131.py: 0.000100s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000620s
HumanEval_144.py: 0.000218s
HumanEval_148.py: 0.000082s
HumanEval_149.py: 0.000242s
HumanEval_150.py: 0.007177s
HumanEval_155.py: 0.000123s
HumanEval_157.py: 0.000064s
