HumanEval_1.py: 0.000455s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000049s
HumanEval_5.py: 0.000056s
HumanEval_7.py: 0.000051s
HumanEval_8.py: 0.000033s
HumanEval_9.py: 0.000108s
HumanEval_10.py: 0.000080s
HumanEval_11.py: 0.000128s
HumanEval_12.py: 0.000093s
HumanEval_13.py: 0.000022s
HumanEval_14.py: 0.000058s
HumanEval_15.py: 0.000072s
HumanEval_16.py: 0.000063s
HumanEval_17.py: 0.000107s
HumanEval_18.py: 0.000321s
HumanEval_21.py: 0.000126s
HumanEval_22.py: 0.000065s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000093s
HumanEval_25.py: 0.000209s
HumanEval_26.py: 0.000074s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000046s
HumanEval_30.py: 0.000046s
HumanEval_31.py: 0.010609s
HumanEval_32.py: 0.298125s
HumanEval_33.py: 0.000140s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000018s
HumanEval_38.py: 0.054694s
HumanEval_42.py: 0.000032s
HumanEval_44.py: 0.000132s
HumanEval_45.py: 0.000012s
HumanEval_47.py: 0.000079s
HumanEval_48.py: 0.000105s
HumanEval_50.py: 0.070210s
HumanEval_51.py: 0.000181s
HumanEval_52.py: 0.000124s
HumanEval_53.py: 0.005870s
HumanEval_55.py: 0.002865s
HumanEval_57.py: 0.000089s
HumanEval_58.py: 0.000060s
HumanEval_60.py: 0.000427s
HumanEval_62.py: 0.000068s
HumanEval_63.py: 0.014727s
HumanEval_64.py: 0.000160s
HumanEval_65.py: 0.000062s
HumanEval_67.py: 0.000268s
HumanEval_70.py: 0.000322s
HumanEval_71.py: 0.000094s
HumanEval_72.py: 0.000067s
HumanEval_76.py: 0.000107s
HumanEval_77.py: 0.000122s
HumanEval_78.py: 0.000147s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000119s
HumanEval_85.py: 0.000088s
HumanEval_89.py: 0.000464s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000489s
HumanEval_95.py: 0.000226s
HumanEval_98.py: 0.000065s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001024s
HumanEval_109.py: 0.000149s
HumanEval_111.py: 0.000312s
HumanEval_112.py: 0.000169s
HumanEval_113.py: 0.000627s
HumanEval_118.py: 0.000155s
HumanEval_121.py: 0.000122s
HumanEval_123.py: 0.000173s
HumanEval_124.py: 0.000282s
HumanEval_128.py: 0.000337s
HumanEval_131.py: 0.000100s
HumanEval_138.py: 0.000026s
HumanEval_142.py: 0.000622s
HumanEval_144.py: 0.000218s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000248s
HumanEval_150.py: 0.006773s
HumanEval_155.py: 0.000123s
HumanEval_157.py: 0.000065s
