Mbpp_3.py: 0.000414s
Mbpp_4.py: 0.001082s
HumanEval_9.py: 0.007319s
Mbpp_19.py: 0.001753s
HumanEval_24.py: 1.117531s
HumanEval_31.py: 0.953006s
HumanEval_34.py: 0.006375s
HumanEval_51.py: 0.370614s
HumanEval_58.py: 0.006123s
Mbpp_62.py: 0.026194s
Mbpp_75.py: 0.000455s
Mbpp_88.py: 0.003961s
Mbpp_90.py: 0.001398s
Mbpp_94.py: 0.003011s
Mbpp_96.py: 0.037451s
Mbpp_97.py: 0.002334s
Mbpp_106.py: 0.001378s
Mbpp_108.py: 0.006241s
HumanEval_121.py: 0.010816s
Mbpp_123.py: 0.344070s
Mbpp_128.py: 0.076872s
Mbpp_130.py: 0.003643s
Mbpp_137.py: 0.099058s
Mbpp_140.py: 0.010179s
Mbpp_141.py: 0.000738s
HumanEval_149.py: 0.046890s
Mbpp_166.py: 0.122881s
Mbpp_170.py: 0.035579s
Mbpp_226.py: 0.321481s
Mbpp_230.py: 0.000355s
Mbpp_240.py: 0.001087s
Mbpp_256.py: 2.163867s
Mbpp_265.py: 0.054258s
Mbpp_296.py: 5.077592s
Mbpp_392.py: 2.127277s
Mbpp_405.py: 0.000215s
Mbpp_424.py: 0.000825s
Mbpp_425.py: 0.003251s
Mbpp_433.py: 0.232753s
Mbpp_446.py: 0.001223s
Mbpp_451.py: 0.005923s
Mbpp_456.py: 0.014782s
Mbpp_460.py: 0.001972s
Mbpp_474.py: 0.000202s
Mbpp_477.py: 0.000811s
Mbpp_563.py: 0.670462s
Mbpp_572.py: 1.024930s
Mbpp_578.py: 0.020333s
Mbpp_587.py: 0.001489s
Mbpp_597.py: 0.179777s
Mbpp_604.py: 0.016185s
Mbpp_610.py: 0.042089s
Mbpp_611.py: 0.004161s
Mbpp_633.py: 0.024434s
Mbpp_644.py: 0.011017s
Mbpp_720.py: 0.014141s
Mbpp_725.py: 0.052491s
Mbpp_740.py: 0.005135s
Mbpp_744.py: 0.158025s
Mbpp_750.py: 0.012080s
Mbpp_753.py: 0.095094s
Mbpp_754.py: 0.002862s
Mbpp_757.py: 68.179491s
Mbpp_758.py: 0.009148s
Mbpp_760.py: 0.000587s
Mbpp_764.py: 0.643176s
Mbpp_766.py: 0.172717s
Mbpp_775.py: 0.007416s
Mbpp_777.py: 0.013481s
Mbpp_781.py: 5.868857s
Mbpp_800.py: 0.001414s
Mbpp_805.py: 0.006519s
Mbpp_808.py: 0.004293s
