Mbpp_3.py: 0.000409s
Mbpp_4.py: 0.001070s
HumanEval_9.py: 0.007502s
Mbpp_19.py: 0.001800s
HumanEval_24.py: 1.137434s
HumanEval_31.py: 0.986436s
HumanEval_34.py: 0.007845s
HumanEval_51.py: 0.378726s
HumanEval_58.py: 0.009098s
Mbpp_62.py: 0.029344s
Mbpp_75.py: 0.000571s
Mbpp_88.py: 0.004077s
Mbpp_90.py: 0.001507s
Mbpp_94.py: 0.003101s
Mbpp_96.py: 0.038077s
Mbpp_97.py: 0.002429s
Mbpp_106.py: 0.001362s
Mbpp_108.py: 0.006516s
HumanEval_121.py: 0.010945s
Mbpp_123.py: 0.344804s
Mbpp_128.py: 0.083841s
Mbpp_130.py: 0.003875s
Mbpp_137.py: 0.099291s
Mbpp_140.py: 0.010337s
Mbpp_141.py: 0.000752s
HumanEval_149.py: 0.046251s
Mbpp_166.py: 0.121179s
Mbpp_170.py: 0.033812s
Mbpp_226.py: 0.324671s
Mbpp_230.py: 0.000642s
Mbpp_240.py: 0.001056s
Mbpp_256.py: 2.235586s
Mbpp_265.py: 0.060728s
Mbpp_296.py: 5.110897s
Mbpp_392.py: 2.053926s
Mbpp_405.py: 0.000231s
Mbpp_424.py: 0.000880s
Mbpp_425.py: 0.003533s
Mbpp_433.py: 0.192382s
Mbpp_446.py: 0.001173s
Mbpp_451.py: 0.005627s
Mbpp_456.py: 0.014000s
Mbpp_460.py: 0.002138s
Mbpp_474.py: 0.000204s
Mbpp_477.py: 0.000762s
Mbpp_563.py: 0.634805s
Mbpp_572.py: 0.948917s
Mbpp_578.py: 0.021604s
Mbpp_587.py: 0.001648s
Mbpp_597.py: 0.159038s
Mbpp_604.py: 0.013757s
Mbpp_610.py: 0.048148s
Mbpp_611.py: 0.004026s
Mbpp_633.py: 0.027268s
Mbpp_644.py: 0.009139s
Mbpp_720.py: 0.015446s
Mbpp_725.py: 0.043930s
Mbpp_740.py: 0.004429s
Mbpp_744.py: 0.147814s
Mbpp_750.py: 0.009192s
Mbpp_753.py: 0.087869s
Mbpp_754.py: 0.002515s
Mbpp_757.py: 66.244284s
Mbpp_758.py: 0.006584s
Mbpp_760.py: 0.000510s
Mbpp_764.py: 0.634577s
Mbpp_766.py: 0.151862s
Mbpp_775.py: 0.009454s
Mbpp_777.py: 0.016688s
Mbpp_781.py: 6.036559s
Mbpp_800.py: 0.001450s
Mbpp_805.py: 0.006760s
Mbpp_808.py: 0.004620s
