Mbpp_3.py: 0.000426s
Mbpp_4.py: 0.001113s
HumanEval_9.py: 0.007682s
Mbpp_19.py: 0.001727s
HumanEval_24.py: 1.149313s
HumanEval_31.py: 0.965490s
HumanEval_34.py: 0.006638s
HumanEval_51.py: 0.381122s
HumanEval_58.py: 0.006070s
Mbpp_62.py: 0.025630s
Mbpp_75.py: 0.000571s
Mbpp_88.py: 0.003962s
Mbpp_90.py: 0.000863s
Mbpp_94.py: 0.003005s
Mbpp_96.py: 0.038588s
Mbpp_97.py: 0.002349s
Mbpp_106.py: 0.001353s
Mbpp_108.py: 0.006456s
HumanEval_121.py: 0.010926s
Mbpp_123.py: 0.351064s
Mbpp_128.py: 0.076028s
Mbpp_130.py: 0.003712s
Mbpp_137.py: 0.099378s
Mbpp_140.py: 0.010502s
Mbpp_141.py: 0.000753s
HumanEval_149.py: 0.047373s
Mbpp_166.py: 0.125382s
Mbpp_170.py: 0.038799s
Mbpp_226.py: 0.333122s
Mbpp_230.py: 0.000350s
Mbpp_240.py: 0.001044s
Mbpp_256.py: 2.137558s
Mbpp_265.py: 0.048731s
Mbpp_296.py: 5.073341s
Mbpp_392.py: 2.137281s
Mbpp_405.py: 0.000212s
Mbpp_424.py: 0.000776s
Mbpp_425.py: 0.003255s
Mbpp_433.py: 0.218383s
Mbpp_446.py: 0.001292s
Mbpp_451.py: 0.005866s
Mbpp_456.py: 0.014406s
Mbpp_460.py: 0.002057s
Mbpp_474.py: 0.000221s
Mbpp_477.py: 0.000810s
Mbpp_563.py: 0.691717s
Mbpp_572.py: 0.998622s
Mbpp_578.py: 0.019961s
Mbpp_587.py: 0.001385s
Mbpp_597.py: 0.182420s
Mbpp_604.py: 0.018969s
Mbpp_610.py: 0.034686s
Mbpp_611.py: 0.004004s
Mbpp_633.py: 0.024411s
Mbpp_644.py: 0.011413s
Mbpp_720.py: 0.013889s
Mbpp_725.py: 0.049641s
Mbpp_740.py: 0.005444s
Mbpp_744.py: 0.158727s
Mbpp_750.py: 0.010336s
Mbpp_753.py: 0.093082s
Mbpp_754.py: 0.002751s
Mbpp_757.py: 64.219900s
Mbpp_758.py: 0.005858s
Mbpp_760.py: 0.000473s
Mbpp_764.py: 0.560397s
Mbpp_766.py: 0.134683s
Mbpp_775.py: 0.006977s
Mbpp_777.py: 0.011550s
Mbpp_781.py: 5.495311s
Mbpp_800.py: 0.001386s
Mbpp_805.py: 0.005712s
Mbpp_808.py: 0.003770s
