Mbpp_3.py: 0.000434s
Mbpp_4.py: 0.001166s
HumanEval_9.py: 0.008359s
Mbpp_19.py: 0.002026s
HumanEval_24.py: 1.119924s
HumanEval_31.py: 0.944884s
HumanEval_34.py: 0.006630s
HumanEval_51.py: 0.375437s
HumanEval_58.py: 0.006412s
Mbpp_62.py: 0.026939s
Mbpp_75.py: 0.000477s
Mbpp_88.py: 0.003985s
Mbpp_90.py: 0.001350s
Mbpp_94.py: 0.003028s
Mbpp_96.py: 0.038413s
Mbpp_97.py: 0.002456s
Mbpp_106.py: 0.001333s
Mbpp_108.py: 0.006532s
HumanEval_121.py: 0.010874s
Mbpp_123.py: 0.346041s
Mbpp_128.py: 0.075229s
Mbpp_130.py: 0.003642s
Mbpp_137.py: 0.096562s
Mbpp_140.py: 0.012519s
Mbpp_141.py: 0.000780s
HumanEval_149.py: 0.056192s
Mbpp_166.py: 0.126561s
Mbpp_170.py: 0.035527s
Mbpp_226.py: 0.326124s
Mbpp_230.py: 0.000359s
Mbpp_240.py: 0.001055s
Mbpp_256.py: 2.129496s
Mbpp_265.py: 0.051013s
Mbpp_296.py: 5.014447s
Mbpp_392.py: 2.106802s
Mbpp_405.py: 0.000212s
Mbpp_424.py: 0.000800s
Mbpp_425.py: 0.003026s
Mbpp_433.py: 0.191573s
Mbpp_446.py: 0.001305s
Mbpp_451.py: 0.005835s
Mbpp_456.py: 0.014224s
Mbpp_460.py: 0.002112s
Mbpp_474.py: 0.000208s
Mbpp_477.py: 0.000803s
Mbpp_563.py: 0.653245s
Mbpp_572.py: 0.972002s
Mbpp_578.py: 0.021070s
Mbpp_587.py: 0.001473s
Mbpp_597.py: 0.184607s
Mbpp_604.py: 0.019923s
Mbpp_610.py: 0.036477s
Mbpp_611.py: 0.003814s
Mbpp_633.py: 0.025048s
Mbpp_644.py: 0.016496s
Mbpp_720.py: 0.014169s
Mbpp_725.py: 0.048459s
Mbpp_740.py: 0.004870s
Mbpp_744.py: 0.151667s
Mbpp_750.py: 0.009857s
Mbpp_753.py: 0.089533s
Mbpp_754.py: 0.002645s
Mbpp_757.py: 67.117704s
Mbpp_758.py: 0.007198s
Mbpp_760.py: 0.000534s
Mbpp_764.py: 0.647075s
Mbpp_766.py: 0.177256s
Mbpp_775.py: 0.008358s
Mbpp_777.py: 0.013964s
Mbpp_781.py: 5.873949s
Mbpp_800.py: 0.001423s
Mbpp_805.py: 0.007499s
Mbpp_808.py: 0.004447s
