Mbpp_3.py: 0.000426s
Mbpp_4.py: 0.001185s
HumanEval_9.py: 0.007783s
Mbpp_19.py: 0.001817s
HumanEval_24.py: 1.188139s
HumanEval_31.py: 1.007218s
HumanEval_34.py: 0.009735s
HumanEval_51.py: 0.407219s
HumanEval_58.py: 0.008531s
Mbpp_62.py: 0.039829s
Mbpp_75.py: 0.000620s
Mbpp_88.py: 0.004168s
Mbpp_90.py: 0.000884s
Mbpp_94.py: 0.003076s
Mbpp_96.py: 0.038926s
Mbpp_97.py: 0.002394s
Mbpp_106.py: 0.001377s
Mbpp_108.py: 0.006505s
HumanEval_121.py: 0.011154s
Mbpp_123.py: 0.353856s
Mbpp_128.py: 0.080194s
Mbpp_130.py: 0.003828s
Mbpp_137.py: 0.101349s
Mbpp_140.py: 0.010437s
Mbpp_141.py: 0.000755s
HumanEval_149.py: 0.045841s
Mbpp_166.py: 0.124757s
Mbpp_170.py: 0.034640s
Mbpp_226.py: 0.320122s
Mbpp_230.py: 0.000386s
Mbpp_240.py: 0.001069s
Mbpp_256.py: 2.170302s
Mbpp_265.py: 0.058052s
Mbpp_296.py: 5.203893s
Mbpp_392.py: 2.181844s
Mbpp_405.py: 0.000218s
Mbpp_424.py: 0.000837s
Mbpp_425.py: 0.003299s
Mbpp_433.py: 0.205520s
Mbpp_446.py: 0.001313s
Mbpp_451.py: 0.005990s
Mbpp_456.py: 0.014609s
Mbpp_460.py: 0.001883s
Mbpp_474.py: 0.000204s
Mbpp_477.py: 0.000795s
Mbpp_563.py: 0.674887s
Mbpp_572.py: 1.052427s
Mbpp_578.py: 0.020701s
Mbpp_587.py: 0.001643s
Mbpp_597.py: 0.179100s
Mbpp_604.py: 0.018305s
Mbpp_610.py: 0.043974s
Mbpp_611.py: 0.004146s
Mbpp_633.py: 0.025378s
Mbpp_644.py: 0.014445s
Mbpp_720.py: 0.013895s
Mbpp_725.py: 0.052506s
Mbpp_740.py: 0.005548s
Mbpp_744.py: 0.160676s
Mbpp_750.py: 0.015810s
Mbpp_753.py: 0.106881s
Mbpp_754.py: 0.002893s
Mbpp_757.py: 68.551012s
Mbpp_758.py: 0.007340s
Mbpp_760.py: 0.000561s
Mbpp_764.py: 0.665771s
Mbpp_766.py: 0.186424s
Mbpp_775.py: 0.008061s
Mbpp_777.py: 0.015697s
Mbpp_781.py: 5.859428s
Mbpp_800.py: 0.001478s
Mbpp_805.py: 0.006999s
Mbpp_808.py: 0.004410s
