Mbpp_3.py: 0.000442s
Mbpp_4.py: 0.001188s
HumanEval_9.py: 0.007958s
Mbpp_19.py: 0.001938s
HumanEval_24.py: 1.183110s
HumanEval_31.py: 1.026122s
HumanEval_34.py: 0.008883s
HumanEval_51.py: 0.403569s
HumanEval_58.py: 0.009129s
Mbpp_62.py: 0.037331s
Mbpp_75.py: 0.000531s
Mbpp_88.py: 0.004097s
Mbpp_90.py: 0.001544s
Mbpp_94.py: 0.003153s
Mbpp_96.py: 0.041233s
Mbpp_97.py: 0.002460s
Mbpp_106.py: 0.001522s
Mbpp_108.py: 0.007008s
HumanEval_121.py: 0.011776s
Mbpp_123.py: 0.364848s
Mbpp_128.py: 0.111319s
Mbpp_130.py: 0.005751s
Mbpp_137.py: 0.105939s
Mbpp_140.py: 0.011104s
Mbpp_141.py: 0.000773s
HumanEval_149.py: 0.051623s
Mbpp_166.py: 0.128690s
Mbpp_170.py: 0.044902s
Mbpp_226.py: 0.344489s
Mbpp_230.py: 0.000375s
Mbpp_240.py: 0.001241s
Mbpp_256.py: 2.197348s
Mbpp_265.py: 0.068096s
Mbpp_296.py: 5.475762s
Mbpp_392.py: 2.212908s
Mbpp_405.py: 0.000224s
Mbpp_424.py: 0.000853s
Mbpp_425.py: 0.003881s
Mbpp_433.py: 0.224547s
Mbpp_446.py: 0.001293s
Mbpp_451.py: 0.006079s
Mbpp_456.py: 0.015913s
Mbpp_460.py: 0.003429s
Mbpp_474.py: 0.000205s
Mbpp_477.py: 0.000821s
Mbpp_563.py: 0.680151s
Mbpp_572.py: 1.384348s
Mbpp_578.py: 0.023866s
Mbpp_587.py: 0.001715s
Mbpp_597.py: 0.181768s
Mbpp_604.py: 0.016474s
Mbpp_610.py: 0.067185s
Mbpp_611.py: 0.004733s
Mbpp_633.py: 0.025166s
Mbpp_644.py: 0.011687s
Mbpp_720.py: 0.014684s
Mbpp_725.py: 0.050721s
Mbpp_740.py: 0.005550s
Mbpp_744.py: 0.161148s
Mbpp_750.py: 0.011400s
Mbpp_753.py: 0.093167s
Mbpp_754.py: 0.002770s
Mbpp_757.py: 68.832047s
Mbpp_758.py: 0.007947s
Mbpp_760.py: 0.000531s
Mbpp_764.py: 0.661369s
Mbpp_766.py: 0.205785s
Mbpp_775.py: 0.009628s
Mbpp_777.py: 0.014332s
Mbpp_781.py: 5.980080s
Mbpp_800.py: 0.001424s
Mbpp_805.py: 0.007369s
Mbpp_808.py: 0.004529s
