Mbpp_3.py: 0.000440s
Mbpp_4.py: 0.001150s
HumanEval_9.py: 0.007705s
Mbpp_19.py: 0.001783s
HumanEval_24.py: 1.152132s
HumanEval_31.py: 0.986686s
HumanEval_34.py: 0.007124s
HumanEval_51.py: 0.390251s
HumanEval_58.py: 0.007305s
Mbpp_62.py: 0.027536s
Mbpp_75.py: 0.000587s
Mbpp_88.py: 0.004059s
Mbpp_90.py: 0.001401s
Mbpp_94.py: 0.003039s
Mbpp_96.py: 0.038694s
Mbpp_97.py: 0.002296s
Mbpp_106.py: 0.001391s
Mbpp_108.py: 0.006557s
HumanEval_121.py: 0.011132s
Mbpp_123.py: 0.353904s
Mbpp_128.py: 0.079760s
Mbpp_130.py: 0.003723s
Mbpp_137.py: 0.099719s
Mbpp_140.py: 0.010260s
Mbpp_141.py: 0.000774s
HumanEval_149.py: 0.046912s
Mbpp_166.py: 0.124148s
Mbpp_170.py: 0.036155s
Mbpp_226.py: 0.325389s
Mbpp_230.py: 0.000352s
Mbpp_240.py: 0.001099s
Mbpp_256.py: 2.178199s
Mbpp_265.py: 0.051920s
Mbpp_296.py: 5.147814s
Mbpp_392.py: 2.152519s
Mbpp_405.py: 0.000219s
Mbpp_424.py: 0.000795s
Mbpp_425.py: 0.003310s
Mbpp_433.py: 0.205168s
Mbpp_446.py: 0.001210s
Mbpp_451.py: 0.005854s
Mbpp_456.py: 0.014781s
Mbpp_460.py: 0.002100s
Mbpp_474.py: 0.000200s
Mbpp_477.py: 0.000807s
Mbpp_563.py: 0.666805s
Mbpp_572.py: 0.985505s
Mbpp_578.py: 0.019188s
Mbpp_587.py: 0.001373s
Mbpp_597.py: 0.171462s
Mbpp_604.py: 0.014448s
Mbpp_610.py: 0.031902s
Mbpp_611.py: 0.003596s
Mbpp_633.py: 0.024178s
Mbpp_644.py: 0.009465s
Mbpp_720.py: 0.012492s
Mbpp_725.py: 0.048232s
Mbpp_740.py: 0.004850s
Mbpp_744.py: 0.155167s
Mbpp_750.py: 0.012338s
Mbpp_753.py: 0.092164s
Mbpp_754.py: 0.002795s
Mbpp_757.py: 66.910189s
Mbpp_758.py: 0.006556s
Mbpp_760.py: 0.000509s
Mbpp_764.py: 0.625312s
Mbpp_766.py: 0.150312s
Mbpp_775.py: 0.007917s
Mbpp_777.py: 0.013480s
Mbpp_781.py: 5.698157s
Mbpp_800.py: 0.001371s
Mbpp_805.py: 0.007060s
Mbpp_808.py: 0.004204s
