Mbpp_3.py: 0.000423s
Mbpp_4.py: 0.001064s
HumanEval_9.py: 0.007315s
Mbpp_19.py: 0.001638s
HumanEval_24.py: 1.100335s
HumanEval_31.py: 0.909660s
HumanEval_34.py: 0.005884s
HumanEval_51.py: 0.363227s
HumanEval_58.py: 0.005894s
Mbpp_62.py: 0.022652s
Mbpp_75.py: 0.000499s
Mbpp_88.py: 0.003662s
Mbpp_90.py: 0.000812s
Mbpp_94.py: 0.002908s
Mbpp_96.py: 0.036818s
Mbpp_97.py: 0.002256s
Mbpp_106.py: 0.001314s
Mbpp_108.py: 0.006434s
HumanEval_121.py: 0.011065s
Mbpp_123.py: 0.353515s
Mbpp_128.py: 0.076717s
Mbpp_130.py: 0.003400s
Mbpp_137.py: 0.090738s
Mbpp_140.py: 0.009376s
Mbpp_141.py: 0.000690s
HumanEval_149.py: 0.041136s
Mbpp_166.py: 0.112367s
Mbpp_170.py: 0.029377s
Mbpp_226.py: 0.297697s
Mbpp_230.py: 0.000330s
Mbpp_240.py: 0.000984s
Mbpp_256.py: 1.967206s
Mbpp_265.py: 0.046386s
Mbpp_296.py: 4.771864s
Mbpp_392.py: 1.992401s
Mbpp_405.py: 0.000202s
Mbpp_424.py: 0.000749s
Mbpp_425.py: 0.003086s
Mbpp_433.py: 0.190872s
Mbpp_446.py: 0.001187s
Mbpp_451.py: 0.005675s
Mbpp_456.py: 0.013853s
Mbpp_460.py: 0.002058s
Mbpp_474.py: 0.000197s
Mbpp_477.py: 0.000755s
Mbpp_563.py: 0.638824s
Mbpp_572.py: 0.950592s
Mbpp_578.py: 0.018717s
Mbpp_587.py: 0.001466s
Mbpp_597.py: 0.168927s
Mbpp_604.py: 0.014104s
Mbpp_610.py: 0.033529s
Mbpp_611.py: 0.005277s
Mbpp_633.py: 0.023081s
Mbpp_644.py: 0.009031s
Mbpp_720.py: 0.013005s
Mbpp_725.py: 0.048757s
Mbpp_740.py: 0.004527s
Mbpp_744.py: 0.147512s
Mbpp_750.py: 0.009482s
Mbpp_753.py: 0.086283s
Mbpp_754.py: 0.002628s
Mbpp_757.py: 62.077626s
Mbpp_758.py: 0.006912s
Mbpp_760.py: 0.000476s
Mbpp_764.py: 0.588925s
Mbpp_766.py: 0.157337s
Mbpp_775.py: 0.008030s
Mbpp_777.py: 0.012244s
Mbpp_781.py: 5.587887s
Mbpp_800.py: 0.001272s
Mbpp_805.py: 0.005936s
Mbpp_808.py: 0.004581s
