Mbpp_3.py: 0.000368s
Mbpp_4.py: 0.000967s
HumanEval_9.py: 0.006218s
Mbpp_19.py: 0.001320s
HumanEval_24.py: 1.054235s
HumanEval_31.py: 0.953285s
HumanEval_34.py: 0.004784s
HumanEval_51.py: 0.328426s
HumanEval_58.py: 0.004737s
Mbpp_62.py: 0.019959s
Mbpp_75.py: 0.000428s
Mbpp_88.py: 0.003545s
Mbpp_90.py: 0.001246s
Mbpp_94.py: 0.002704s
Mbpp_96.py: 0.035202s
Mbpp_97.py: 0.002161s
Mbpp_106.py: 0.001261s
Mbpp_108.py: 0.005751s
HumanEval_121.py: 0.010192s
Mbpp_123.py: 0.315239s
Mbpp_128.py: 0.084268s
Mbpp_130.py: 0.003376s
Mbpp_137.py: 0.090187s
Mbpp_140.py: 0.009422s
Mbpp_141.py: 0.000683s
HumanEval_149.py: 0.043248s
Mbpp_166.py: 0.113375s
Mbpp_170.py: 0.031384s
Mbpp_226.py: 0.287226s
Mbpp_230.py: 0.000316s
Mbpp_240.py: 0.000949s
Mbpp_256.py: 1.926562s
Mbpp_265.py: 0.049656s
Mbpp_296.py: 4.409800s
Mbpp_392.py: 1.978244s
Mbpp_405.py: 0.000182s
Mbpp_424.py: 0.000669s
Mbpp_425.py: 0.003021s
Mbpp_433.py: 0.173765s
Mbpp_446.py: 0.001063s
Mbpp_451.py: 0.005171s
Mbpp_456.py: 0.012635s
Mbpp_460.py: 0.001830s
Mbpp_474.py: 0.000171s
Mbpp_477.py: 0.000694s
Mbpp_563.py: 0.572976s
Mbpp_572.py: 0.841633s
Mbpp_578.py: 0.016757s
Mbpp_587.py: 0.001224s
Mbpp_597.py: 0.159902s
Mbpp_604.py: 0.012691s
Mbpp_610.py: 0.028449s
Mbpp_611.py: 0.003295s
Mbpp_633.py: 0.021086s
Mbpp_644.py: 0.008756s
Mbpp_720.py: 0.010828s
Mbpp_725.py: 0.044436s
Mbpp_740.py: 0.004294s
Mbpp_744.py: 0.144669s
Mbpp_750.py: 0.008514s
Mbpp_753.py: 0.079226s
Mbpp_754.py: 0.002379s
Mbpp_757.py: 60.889580s
Mbpp_758.py: 0.005946s
Mbpp_760.py: 0.000466s
Mbpp_764.py: 0.588377s
Mbpp_766.py: 0.150264s
Mbpp_775.py: 0.007068s
Mbpp_777.py: 0.012129s
Mbpp_781.py: 5.519767s
Mbpp_800.py: 0.001315s
Mbpp_805.py: 0.007336s
Mbpp_808.py: 0.007559s
