Mbpp_3.py: 0.000385s
Mbpp_4.py: 0.000973s
HumanEval_9.py: 0.006471s
Mbpp_19.py: 0.001496s
HumanEval_24.py: 0.998820s
HumanEval_31.py: 0.846161s
HumanEval_34.py: 0.005983s
HumanEval_51.py: 0.334777s
HumanEval_58.py: 0.005342s
Mbpp_62.py: 0.028425s
Mbpp_75.py: 0.000446s
Mbpp_88.py: 0.003856s
Mbpp_90.py: 0.000813s
Mbpp_94.py: 0.002970s
Mbpp_96.py: 0.037583s
Mbpp_97.py: 0.002279s
Mbpp_106.py: 0.001321s
Mbpp_108.py: 0.006343s
HumanEval_121.py: 0.010677s
Mbpp_123.py: 0.348542s
Mbpp_128.py: 0.075351s
Mbpp_130.py: 0.003679s
Mbpp_137.py: 0.098533s
Mbpp_140.py: 0.009922s
Mbpp_141.py: 0.000735s
HumanEval_149.py: 0.043970s
Mbpp_166.py: 0.120305s
Mbpp_170.py: 0.029536s
Mbpp_226.py: 0.281306s
Mbpp_230.py: 0.000304s
Mbpp_240.py: 0.000911s
Mbpp_256.py: 1.884174s
Mbpp_265.py: 0.044176s
Mbpp_296.py: 4.562542s
Mbpp_392.py: 1.939035s
Mbpp_405.py: 0.000193s
Mbpp_424.py: 0.000716s
Mbpp_425.py: 0.002863s
Mbpp_433.py: 0.179919s
Mbpp_446.py: 0.001123s
Mbpp_451.py: 0.005350s
Mbpp_456.py: 0.013227s
Mbpp_460.py: 0.001764s
Mbpp_474.py: 0.000168s
Mbpp_477.py: 0.000732s
Mbpp_563.py: 0.644246s
Mbpp_572.py: 0.906995s
Mbpp_578.py: 0.017192s
Mbpp_587.py: 0.001225s
Mbpp_597.py: 0.160228s
Mbpp_604.py: 0.013555s
Mbpp_610.py: 0.028512s
Mbpp_611.py: 0.003513s
Mbpp_633.py: 0.022285s
Mbpp_644.py: 0.012668s
Mbpp_720.py: 0.011452s
Mbpp_725.py: 0.046382s
Mbpp_740.py: 0.004499s
Mbpp_744.py: 0.142035s
Mbpp_750.py: 0.008451s
Mbpp_753.py: 0.093978s
Mbpp_754.py: 0.002554s
Mbpp_757.py: 61.744184s
Mbpp_758.py: 0.006031s
Mbpp_760.py: 0.000459s
Mbpp_764.py: 0.572772s
Mbpp_766.py: 0.144705s
Mbpp_775.py: 0.007213s
Mbpp_777.py: 0.012501s
Mbpp_781.py: 5.450017s
Mbpp_800.py: 0.001285s
Mbpp_805.py: 0.005735s
Mbpp_808.py: 0.003875s
