HumanEval_0.py: 0.009766s
Mbpp_3.py: 0.000367s
HumanEval_4.py: 9.946231s
HumanEval_9.py: 0.005877s
Mbpp_12.py: 0.005090s
HumanEval_16.py: 0.006485s
Mbpp_19.py: 0.001345s
HumanEval_20.py: 26.478469s
HumanEval_31.py: 0.821313s
HumanEval_33.py: 0.002267s
HumanEval_34.py: 0.004469s
HumanEval_37.py: 0.001508s
HumanEval_49.py: 0.000003s
HumanEval_51.py: 0.329314s
HumanEval_54.py: 0.012726s
HumanEval_58.py: 53.577712s
HumanEval_59.py: 0.135104s
HumanEval_74.py: 0.000836s
Mbpp_75.py: 0.000408s
HumanEval_85.py: 0.021044s
HumanEval_86.py: 0.431678s
HumanEval_87.py: 0.013307s
Mbpp_88.py: 0.003223s
HumanEval_89.py: 0.626110s
HumanEval_90.py: 0.002808s
Mbpp_90.py: 0.001107s
Mbpp_94.py: 0.002612s
Mbpp_96.py: 0.034121s
Mbpp_97.py: 0.001977s
Mbpp_106.py: 0.001113s
HumanEval_113.py: 1.825513s
HumanEval_121.py: 0.009310s
Mbpp_123.py: 0.302514s
Mbpp_128.py: 0.064847s
Mbpp_129.py: 0.165398s
Mbpp_130.py: 0.003185s
Mbpp_137.py: 0.086669s
Mbpp_140.py: 0.009027s
Mbpp_141.py: 0.000653s
HumanEval_149.py: 0.038786s
Mbpp_166.py: 0.104658s
Mbpp_170.py: 0.027613s
Mbpp_226.py: 0.273139s
Mbpp_230.py: 0.047332s
Mbpp_240.py: 0.000936s
Mbpp_256.py: 1.802861s
Mbpp_265.py: 0.038278s
Mbpp_281.py: 0.000684s
Mbpp_308.py: 0.021306s
Mbpp_392.py: 0.194031s
Mbpp_395.py: 0.002843s
Mbpp_405.py: 0.000207s
Mbpp_414.py: 0.003133s
Mbpp_421.py: 0.029246s
Mbpp_424.py: 0.000667s
Mbpp_425.py: 0.003022s
Mbpp_428.py: 0.006775s
Mbpp_433.py: 0.152624s
Mbpp_446.py: 0.001054s
Mbpp_451.py: 0.001155s
Mbpp_456.py: 0.013036s
Mbpp_460.py: 0.002873s
Mbpp_474.py: 0.023621s
Mbpp_477.py: 0.000692s
Mbpp_572.py: 0.842581s
Mbpp_578.py: 0.016495s
Mbpp_586.py: 0.000281s
Mbpp_587.py: 0.001195s
Mbpp_588.py: 0.027392s
Mbpp_604.py: 0.014518s
Mbpp_610.py: 0.024626s
Mbpp_611.py: 0.003250s
Mbpp_631.py: 0.000369s
Mbpp_632.py: 0.001879s
Mbpp_633.py: 0.021134s
Mbpp_644.py: 0.007829s
Mbpp_720.py: 0.011308s
Mbpp_732.py: 0.000167s
Mbpp_740.py: 0.001979s
Mbpp_744.py: 0.128347s
Mbpp_750.py: 0.007227s
Mbpp_754.py: 0.002759s
Mbpp_755.py: 0.032763s
Mbpp_757.py: 56.701755s
Mbpp_758.py: 0.007299s
Mbpp_760.py: 0.000141s
Mbpp_764.py: 0.209153s
Mbpp_766.py: 0.201296s
Mbpp_775.py: 0.006658s
Mbpp_777.py: 0.004142s
Mbpp_800.py: 0.001222s
Mbpp_805.py: 0.005005s
Mbpp_808.py: 0.003740s
