HumanEval_0.py: 0.008784s
Mbpp_3.py: 0.000408s
HumanEval_4.py: 10.872563s
HumanEval_9.py: 0.006017s
Mbpp_12.py: 0.004838s
HumanEval_16.py: 0.006524s
Mbpp_19.py: 0.001339s
HumanEval_20.py: 27.275809s
HumanEval_31.py: 0.834085s
HumanEval_33.py: 0.002272s
HumanEval_34.py: 0.004450s
HumanEval_37.py: 0.001512s
HumanEval_49.py: 0.000003s
HumanEval_51.py: 0.360709s
HumanEval_54.py: 0.013485s
HumanEval_58.py: 53.866387s
HumanEval_59.py: 0.134225s
HumanEval_74.py: 0.001046s
Mbpp_75.py: 0.000403s
HumanEval_85.py: 0.020950s
HumanEval_86.py: 0.432468s
HumanEval_87.py: 0.013579s
Mbpp_88.py: 0.003193s
HumanEval_89.py: 0.626986s
HumanEval_90.py: 0.002848s
Mbpp_90.py: 0.001095s
Mbpp_94.py: 0.002579s
Mbpp_96.py: 0.034443s
Mbpp_97.py: 0.002009s
Mbpp_106.py: 0.001147s
HumanEval_113.py: 1.846671s
HumanEval_121.py: 0.009209s
Mbpp_123.py: 0.306970s
Mbpp_128.py: 0.069827s
Mbpp_129.py: 0.155911s
Mbpp_130.py: 0.003263s
Mbpp_137.py: 0.085869s
Mbpp_140.py: 0.027406s
Mbpp_141.py: 0.000654s
HumanEval_149.py: 0.038942s
Mbpp_166.py: 0.105070s
Mbpp_170.py: 0.035336s
Mbpp_226.py: 0.273340s
Mbpp_230.py: 0.051605s
Mbpp_240.py: 0.000889s
Mbpp_256.py: 1.834096s
Mbpp_265.py: 0.042895s
Mbpp_281.py: 0.000729s
Mbpp_308.py: 0.022695s
Mbpp_392.py: 0.274359s
Mbpp_395.py: 0.003006s
Mbpp_405.py: 0.000348s
Mbpp_414.py: 0.004175s
Mbpp_421.py: 0.028878s
Mbpp_424.py: 0.000669s
Mbpp_425.py: 0.004619s
Mbpp_428.py: 0.005270s
Mbpp_433.py: 0.158864s
Mbpp_446.py: 0.001073s
Mbpp_451.py: 0.001179s
Mbpp_456.py: 0.012816s
Mbpp_460.py: 0.001865s
Mbpp_474.py: 0.024595s
Mbpp_477.py: 0.000687s
Mbpp_572.py: 0.847033s
Mbpp_578.py: 0.017045s
Mbpp_586.py: 0.000354s
Mbpp_587.py: 0.001199s
Mbpp_588.py: 0.024886s
Mbpp_604.py: 0.014638s
Mbpp_610.py: 0.024882s
Mbpp_611.py: 0.003733s
Mbpp_631.py: 0.000341s
Mbpp_632.py: 0.001915s
Mbpp_633.py: 0.021760s
Mbpp_644.py: 0.008021s
Mbpp_720.py: 0.011145s
Mbpp_732.py: 0.000196s
Mbpp_740.py: 0.001995s
Mbpp_744.py: 0.136058s
Mbpp_750.py: 0.007281s
Mbpp_754.py: 0.002703s
Mbpp_755.py: 0.032774s
Mbpp_757.py: 57.783015s
Mbpp_758.py: 0.005574s
Mbpp_760.py: 0.000143s
Mbpp_764.py: 0.216551s
Mbpp_766.py: 0.202052s
Mbpp_775.py: 0.006436s
Mbpp_777.py: 0.003888s
Mbpp_800.py: 0.001236s
Mbpp_805.py: 0.005566s
Mbpp_808.py: 0.003778s
