HumanEval_0.py: 0.008874s
Mbpp_3.py: 0.000379s
HumanEval_4.py: 10.637714s
HumanEval_9.py: 0.005945s
Mbpp_12.py: 0.005429s
HumanEval_16.py: 0.006603s
Mbpp_19.py: 0.001462s
HumanEval_20.py: 27.138685s
HumanEval_31.py: 0.823593s
HumanEval_33.py: 0.002448s
HumanEval_34.py: 0.005409s
HumanEval_37.py: 0.001675s
HumanEval_49.py: 0.000003s
HumanEval_51.py: 0.324625s
HumanEval_54.py: 0.012834s
HumanEval_58.py: 53.263178s
HumanEval_59.py: 0.138708s
HumanEval_74.py: 0.000864s
Mbpp_75.py: 0.000452s
HumanEval_85.py: 0.020767s
HumanEval_86.py: 0.449002s
HumanEval_87.py: 0.015422s
Mbpp_88.py: 0.003546s
HumanEval_89.py: 0.681735s
HumanEval_90.py: 0.002924s
Mbpp_90.py: 0.001110s
Mbpp_94.py: 0.002573s
Mbpp_96.py: 0.032655s
Mbpp_97.py: 0.001960s
Mbpp_106.py: 0.001100s
HumanEval_113.py: 1.861420s
HumanEval_121.py: 0.009357s
Mbpp_123.py: 0.299982s
Mbpp_128.py: 0.065385s
Mbpp_129.py: 0.159468s
Mbpp_130.py: 0.003194s
Mbpp_137.py: 0.085091s
Mbpp_140.py: 0.009052s
Mbpp_141.py: 0.000650s
HumanEval_149.py: 0.037711s
Mbpp_166.py: 0.106158s
Mbpp_170.py: 0.026636s
Mbpp_226.py: 0.279837s
Mbpp_230.py: 0.049027s
Mbpp_240.py: 0.000896s
Mbpp_256.py: 1.951891s
Mbpp_265.py: 0.038520s
Mbpp_281.py: 0.000696s
Mbpp_308.py: 0.020684s
Mbpp_392.py: 0.193566s
Mbpp_395.py: 0.002817s
Mbpp_405.py: 0.000184s
Mbpp_414.py: 0.003106s
Mbpp_421.py: 0.028973s
Mbpp_424.py: 0.000645s
Mbpp_425.py: 0.002778s
Mbpp_428.py: 0.005250s
Mbpp_433.py: 0.154279s
Mbpp_446.py: 0.001037s
Mbpp_451.py: 0.001156s
Mbpp_456.py: 0.012937s
Mbpp_460.py: 0.001794s
Mbpp_474.py: 0.024711s
Mbpp_477.py: 0.000686s
Mbpp_572.py: 0.840762s
Mbpp_578.py: 0.016851s
Mbpp_586.py: 0.000266s
Mbpp_587.py: 0.001231s
Mbpp_588.py: 0.025981s
Mbpp_604.py: 0.015174s
Mbpp_610.py: 0.024998s
Mbpp_611.py: 0.003171s
Mbpp_631.py: 0.000357s
Mbpp_632.py: 0.001832s
Mbpp_633.py: 0.021283s
Mbpp_644.py: 0.007732s
Mbpp_720.py: 0.010107s
Mbpp_732.py: 0.000182s
Mbpp_740.py: 0.001807s
Mbpp_744.py: 0.134869s
Mbpp_750.py: 0.007274s
Mbpp_754.py: 0.002665s
Mbpp_755.py: 0.032837s
Mbpp_757.py: 59.096556s
Mbpp_758.py: 0.005484s
Mbpp_760.py: 0.000143s
Mbpp_764.py: 0.212203s
Mbpp_766.py: 0.208564s
Mbpp_775.py: 0.006408s
Mbpp_777.py: 0.004465s
Mbpp_800.py: 0.001236s
Mbpp_805.py: 0.005727s
Mbpp_808.py: 0.003786s
