HumanEval_0.py: 0.000441s
HumanEval_1.py: 0.000423s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000159s
HumanEval_5.py: 0.000051s
HumanEval_7.py: 0.000068s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000102s
HumanEval_10.py: 0.000076s
HumanEval_11.py: 0.000126s
HumanEval_12.py: 0.000088s
HumanEval_13.py: 0.000021s
HumanEval_14.py: 0.000057s
HumanEval_15.py: 0.000072s
HumanEval_20.py: 0.000623s
HumanEval_21.py: 0.000129s
HumanEval_22.py: 0.000066s
HumanEval_23.py: 0.000017s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000022s
HumanEval_29.py: 0.000046s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.010035s
HumanEval_33.py: 0.000133s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000134s
HumanEval_39.py: 0.000044s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000034s
HumanEval_44.py: 0.000135s
HumanEval_45.py: 0.000012s
HumanEval_46.py: 0.000186s
HumanEval_47.py: 0.000083s
HumanEval_49.py: 0.000909s
HumanEval_50.py: 0.071064s
HumanEval_51.py: 0.000224s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005895s
HumanEval_54.py: 0.000066s
HumanEval_55.py: 0.002837s
HumanEval_56.py: 0.000145s
HumanEval_58.py: 0.000132s
HumanEval_60.py: 0.000047s
HumanEval_61.py: 0.000143s
HumanEval_62.py: 0.000070s
HumanEval_63.py: 0.014734s
HumanEval_64.py: 0.000159s
HumanEval_66.py: 0.000414s
HumanEval_71.py: 0.000097s
HumanEval_72.py: 0.000067s
HumanEval_74.py: 0.000132s
HumanEval_78.py: 0.000145s
HumanEval_79.py: 0.000033s
HumanEval_80.py: 0.000118s
HumanEval_81.py: 0.000132s
HumanEval_84.py: 0.000142s
HumanEval_85.py: 0.000085s
HumanEval_86.py: 0.000303s
HumanEval_87.py: 0.000548s
HumanEval_89.py: 0.000457s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000498s
HumanEval_95.py: 0.000232s
HumanEval_96.py: 0.001646s
HumanEval_97.py: 0.000060s
HumanEval_98.py: 0.000066s
HumanEval_103.py: 0.001018s
HumanEval_104.py: 0.000362s
HumanEval_105.py: 0.000139s
HumanEval_111.py: 0.000312s
HumanEval_112.py: 0.000169s
HumanEval_113.py: 0.000252s
HumanEval_114.py: 0.000362s
HumanEval_116.py: 0.000567s
HumanEval_121.py: 0.000134s
HumanEval_123.py: 0.000183s
HumanEval_125.py: 0.000207s
HumanEval_126.py: 0.000902s
HumanEval_128.py: 0.000357s
HumanEval_132.py: 0.000585s
HumanEval_133.py: 0.000309s
HumanEval_134.py: 0.000151s
HumanEval_136.py: 0.000558s
HumanEval_138.py: 0.000027s
HumanEval_142.py: 0.000629s
HumanEval_144.py: 0.000221s
HumanEval_146.py: 0.000121s
HumanEval_147.py: 0.371551s
HumanEval_148.py: 0.000081s
HumanEval_150.py: 0.006678s
HumanEval_152.py: 0.000107s
HumanEval_153.py: 0.002791s
HumanEval_155.py: 0.000126s
HumanEval_157.py: 0.000066s
HumanEval_160.py: 0.000302s
