HumanEval_0.py: 0.000490s
HumanEval_1.py: 0.000465s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000049s
HumanEval_4.py: 0.000181s
HumanEval_5.py: 0.000058s
HumanEval_7.py: 0.000052s
HumanEval_8.py: 0.000033s
HumanEval_9.py: 0.000115s
HumanEval_10.py: 0.000083s
HumanEval_11.py: 0.000140s
HumanEval_12.py: 0.000098s
HumanEval_13.py: 0.000022s
HumanEval_14.py: 0.000061s
HumanEval_15.py: 0.000084s
HumanEval_20.py: 0.000713s
HumanEval_21.py: 0.000153s
HumanEval_22.py: 0.000076s
HumanEval_23.py: 0.000019s
HumanEval_27.py: 0.000033s
HumanEval_28.py: 0.000027s
HumanEval_29.py: 0.000057s
HumanEval_30.py: 0.000058s
HumanEval_31.py: 0.012539s
HumanEval_33.py: 0.000148s
HumanEval_34.py: 0.000020s
HumanEval_35.py: 0.000019s
HumanEval_37.py: 0.000155s
HumanEval_39.py: 0.000052s
HumanEval_41.py: 0.000035s
HumanEval_42.py: 0.000037s
HumanEval_44.py: 0.000156s
HumanEval_45.py: 0.000014s
HumanEval_46.py: 0.000213s
HumanEval_47.py: 0.000094s
HumanEval_49.py: 0.000989s
HumanEval_50.py: 0.079142s
HumanEval_51.py: 0.000249s
HumanEval_52.py: 0.000035s
HumanEval_53.py: 0.006579s
HumanEval_54.py: 0.000069s
HumanEval_55.py: 0.003183s
HumanEval_56.py: 0.000159s
HumanEval_58.py: 0.000146s
HumanEval_60.py: 0.000052s
HumanEval_61.py: 0.000159s
HumanEval_62.py: 0.000076s
HumanEval_63.py: 0.016480s
HumanEval_64.py: 0.000177s
HumanEval_66.py: 0.000460s
HumanEval_71.py: 0.000107s
HumanEval_72.py: 0.000074s
HumanEval_74.py: 0.000147s
HumanEval_78.py: 0.000161s
HumanEval_79.py: 0.000036s
HumanEval_80.py: 0.000131s
HumanEval_81.py: 0.000138s
HumanEval_84.py: 0.000160s
HumanEval_85.py: 0.000094s
HumanEval_86.py: 0.000343s
HumanEval_87.py: 0.000619s
HumanEval_89.py: 0.000572s
HumanEval_92.py: 0.000101s
HumanEval_93.py: 0.000587s
HumanEval_95.py: 0.000280s
HumanEval_96.py: 0.002063s
HumanEval_97.py: 0.000076s
HumanEval_98.py: 0.000082s
HumanEval_103.py: 0.001223s
HumanEval_104.py: 0.000430s
HumanEval_105.py: 0.000164s
HumanEval_111.py: 0.000371s
HumanEval_112.py: 0.000203s
HumanEval_113.py: 0.000307s
HumanEval_114.py: 0.000427s
HumanEval_116.py: 0.000666s
HumanEval_121.py: 0.000150s
HumanEval_123.py: 0.000207s
HumanEval_125.py: 0.000236s
HumanEval_126.py: 0.001000s
HumanEval_128.py: 0.000396s
HumanEval_132.py: 0.000674s
HumanEval_133.py: 0.000359s
HumanEval_134.py: 0.000171s
HumanEval_136.py: 0.000637s
HumanEval_138.py: 0.000031s
HumanEval_142.py: 0.000739s
HumanEval_144.py: 0.000260s
HumanEval_146.py: 0.000147s
HumanEval_147.py: 0.413959s
HumanEval_148.py: 0.000088s
HumanEval_150.py: 0.007259s
HumanEval_152.py: 0.000113s
HumanEval_153.py: 0.003027s
HumanEval_155.py: 0.000136s
HumanEval_157.py: 0.000070s
HumanEval_160.py: 0.000337s
