HumanEval_0.py: 0.000437s
HumanEval_1.py: 0.000421s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000156s
HumanEval_5.py: 0.000051s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000075s
HumanEval_11.py: 0.000130s
HumanEval_12.py: 0.000089s
HumanEval_13.py: 0.000021s
HumanEval_14.py: 0.000055s
HumanEval_15.py: 0.000073s
HumanEval_20.py: 0.000616s
HumanEval_21.py: 0.000133s
HumanEval_22.py: 0.000069s
HumanEval_23.py: 0.000017s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000022s
HumanEval_29.py: 0.000046s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010530s
HumanEval_33.py: 0.000130s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000017s
HumanEval_37.py: 0.000136s
HumanEval_39.py: 0.000045s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_44.py: 0.000135s
HumanEval_45.py: 0.000012s
HumanEval_46.py: 0.000194s
HumanEval_47.py: 0.000082s
HumanEval_49.py: 0.000900s
HumanEval_50.py: 0.071692s
HumanEval_51.py: 0.000226s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005951s
HumanEval_54.py: 0.000060s
HumanEval_55.py: 0.002864s
HumanEval_56.py: 0.000148s
HumanEval_58.py: 0.000133s
HumanEval_60.py: 0.000050s
HumanEval_61.py: 0.000157s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014693s
HumanEval_64.py: 0.000161s
HumanEval_66.py: 0.000413s
HumanEval_71.py: 0.000095s
HumanEval_72.py: 0.000068s
HumanEval_74.py: 0.000135s
HumanEval_78.py: 0.000144s
HumanEval_79.py: 0.000034s
HumanEval_80.py: 0.000120s
HumanEval_81.py: 0.000126s
HumanEval_84.py: 0.000144s
HumanEval_85.py: 0.000084s
HumanEval_86.py: 0.000317s
HumanEval_87.py: 0.000527s
HumanEval_89.py: 0.000456s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000491s
HumanEval_95.py: 0.000226s
HumanEval_96.py: 0.001663s
HumanEval_97.py: 0.000064s
HumanEval_98.py: 0.000070s
HumanEval_103.py: 0.001180s
HumanEval_104.py: 0.000415s
HumanEval_105.py: 0.000147s
HumanEval_111.py: 0.000327s
HumanEval_112.py: 0.000182s
HumanEval_113.py: 0.000267s
HumanEval_114.py: 0.000377s
HumanEval_116.py: 0.000585s
HumanEval_121.py: 0.000130s
HumanEval_123.py: 0.000181s
HumanEval_125.py: 0.000206s
HumanEval_126.py: 0.000906s
HumanEval_128.py: 0.000354s
HumanEval_132.py: 0.000577s
HumanEval_133.py: 0.000310s
HumanEval_134.py: 0.000152s
HumanEval_136.py: 0.000550s
HumanEval_138.py: 0.000027s
HumanEval_142.py: 0.000655s
HumanEval_144.py: 0.000232s
HumanEval_146.py: 0.000130s
HumanEval_147.py: 0.376080s
HumanEval_148.py: 0.000082s
HumanEval_150.py: 0.006617s
HumanEval_152.py: 0.000106s
HumanEval_153.py: 0.002765s
HumanEval_155.py: 0.000125s
HumanEval_157.py: 0.000065s
HumanEval_160.py: 0.000303s
