HumanEval_0.py: Kernel usage: 3.39%, CPU usage: 108.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 7.06%, CPU usage: 226.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 10.62%, CPU usage: 339.71%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 7.12%, CPU usage: 227.88%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.00%, CPU usage: 223.92%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_9.py: Kernel usage: 5.08%, CPU usage: 162.72%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_11.py: Kernel usage: 6.15%, CPU usage: 196.74%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 7.12%, CPU usage: 227.97%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.44%, CPU usage: 206.00%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_16.py: Kernel usage: 11.88%, CPU usage: 380.25%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 4.26%, CPU usage: 136.25%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.86%, CPU usage: 219.37%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.19%, CPU usage: 198.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_26.py: Kernel usage: 7.06%, CPU usage: 226.06%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_31.py: Kernel usage: 6.16%, CPU usage: 197.20%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_33.py: Kernel usage: 8.69%, CPU usage: 277.94%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.21%, CPU usage: 198.65%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_36.py: Kernel usage: 6.79%, CPU usage: 217.28%, CPU Runtime: 0.05s, Total Runtime: 0.02s
HumanEval_37.py: Kernel usage: 8.63%, CPU usage: 276.23%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.67%, CPU usage: 181.43%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 9.35%, CPU usage: 299.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 200.03%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 7.55%, CPU usage: 241.45%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_59.py: Kernel usage: 6.26%, CPU usage: 200.41%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.62%, CPU usage: 211.96%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_64.py: Kernel usage: 9.37%, CPU usage: 299.68%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_74.py: Kernel usage: 9.21%, CPU usage: 294.75%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 5.84%, CPU usage: 186.95%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.74%, CPU usage: 279.66%, CPU Runtime: 0.04s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 9.34%, CPU usage: 298.86%, CPU Runtime: 1.21s, Total Runtime: 0.40s
HumanEval_87.py: Kernel usage: 9.59%, CPU usage: 306.87%, CPU Runtime: 0.01s, Total Runtime: 0.00s
