HumanEval_0.py: Kernel usage: 3.38%, CPU usage: 108.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 7.03%, CPU usage: 224.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 10.60%, CPU usage: 339.34%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 7.12%, CPU usage: 227.77%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.00%, CPU usage: 223.84%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_9.py: Kernel usage: 5.15%, CPU usage: 164.77%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_11.py: Kernel usage: 6.13%, CPU usage: 196.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 7.08%, CPU usage: 226.66%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.43%, CPU usage: 205.78%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_16.py: Kernel usage: 11.82%, CPU usage: 378.38%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 4.29%, CPU usage: 137.15%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.86%, CPU usage: 219.39%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.20%, CPU usage: 198.27%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_26.py: Kernel usage: 7.08%, CPU usage: 226.52%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_31.py: Kernel usage: 6.19%, CPU usage: 198.03%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_33.py: Kernel usage: 8.69%, CPU usage: 278.10%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.20%, CPU usage: 198.25%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_36.py: Kernel usage: 6.79%, CPU usage: 217.29%, CPU Runtime: 0.05s, Total Runtime: 0.02s
HumanEval_37.py: Kernel usage: 8.65%, CPU usage: 276.72%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.35%, CPU usage: 171.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 9.35%, CPU usage: 299.29%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 200.03%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 7.54%, CPU usage: 241.41%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_59.py: Kernel usage: 6.28%, CPU usage: 200.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.70%, CPU usage: 214.46%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_64.py: Kernel usage: 9.37%, CPU usage: 299.69%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_74.py: Kernel usage: 9.21%, CPU usage: 294.72%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 5.88%, CPU usage: 188.27%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.75%, CPU usage: 280.15%, CPU Runtime: 0.04s, Total Runtime: 0.01s
HumanEval_86.py: Kernel usage: 9.34%, CPU usage: 298.72%, CPU Runtime: 1.21s, Total Runtime: 0.40s
HumanEval_87.py: Kernel usage: 9.58%, CPU usage: 306.51%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_88.py: Kernel usage: 13.97%, CPU usage: 447.02%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 9.35%, CPU usage: 299.34%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_90.py: Kernel usage: 6.62%, CPU usage: 211.75%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 8.05%, CPU usage: 257.50%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 5.80%, CPU usage: 185.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 6.13%, CPU usage: 196.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 12.31%, CPU usage: 393.99%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 4.83%, CPU usage: 154.52%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_108.py: Kernel usage: 8.14%, CPU usage: 260.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_111.py: Kernel usage: 3.63%, CPU usage: 116.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 9.31%, CPU usage: 297.98%, CPU Runtime: 0.79s, Total Runtime: 0.27s
HumanEval_119.py: Kernel usage: 9.36%, CPU usage: 299.42%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_120.py: Kernel usage: 8.55%, CPU usage: 273.62%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_121.py: Kernel usage: 8.58%, CPU usage: 274.52%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_123.py: Kernel usage: 6.21%, CPU usage: 198.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_128.py: Kernel usage: 6.51%, CPU usage: 208.38%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_129.py: Kernel usage: 3.14%, CPU usage: 100.51%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_130.py: Kernel usage: 13.81%, CPU usage: 441.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 7.50%, CPU usage: 240.16%, CPU Runtime: 0.07s, Total Runtime: 0.03s
Mbpp_140.py: Kernel usage: 6.70%, CPU usage: 214.28%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_141.py: Kernel usage: 7.77%, CPU usage: 248.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.00%, CPU usage: 255.98%, CPU Runtime: 0.07s, Total Runtime: 0.03s
Mbpp_166.py: Kernel usage: 6.06%, CPU usage: 193.99%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_170.py: Kernel usage: 5.72%, CPU usage: 183.07%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_226.py: Kernel usage: 6.23%, CPU usage: 199.39%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_230.py: Kernel usage: 9.26%, CPU usage: 296.21%, CPU Runtime: 0.00s, Total Runtime: 0.00s
