Mbpp_1.py: 0.000306s
Mbpp_3.py: 0.000037s
Mbpp_4.py: 0.000294s
Mbpp_7.py: 0.000132s
Mbpp_8.py: 0.000141s
Mbpp_10.py: 0.000041s
Mbpp_14.py: 0.000018s
Mbpp_17.py: 0.000012s
Mbpp_19.py: 0.000042s
Mbpp_20.py: 0.000108s
Mbpp_21.py: 0.000034s
Mbpp_24.py: 0.000175s
Mbpp_28.py: 0.025276s
Mbpp_30.py: 0.000270s
Mbpp_32.py: 0.000045s
Mbpp_36.py: 0.000028s
Mbpp_38.py: 0.000126s
Mbpp_40.py: 0.000271s
Mbpp_41.py: 0.000103s
Mbpp_44.py: 0.000033s
Mbpp_45.py: 0.000089s
Mbpp_46.py: 0.000042s
Mbpp_47.py: 0.000067s
Mbpp_49.py: 0.000047s
Mbpp_50.py: 0.000281s
Mbpp_51.py: 0.000015s
Mbpp_52.py: 0.000014s
Mbpp_53.py: 0.000015s
Mbpp_54.py: 0.000313s
Mbpp_55.py: 0.000027s
Mbpp_57.py: 0.000055s
Mbpp_58.py: 0.000015s
Mbpp_59.py: 0.000016s
Mbpp_62.py: 0.000030s
Mbpp_64.py: 0.000067s
Mbpp_65.py: 0.000093s
Mbpp_66.py: 0.000051s
Mbpp_68.py: 0.000160s
Mbpp_69.py: 0.000087s
Mbpp_70.py: 0.000084s
Mbpp_71.py: 0.000253s
Mbpp_75.py: 0.000222s
Mbpp_76.py: 0.000026s
Mbpp_79.py: 0.000023s
Mbpp_81.py: 0.000162s
Mbpp_84.py: 0.005668s
Mbpp_86.py: 0.000016s
Mbpp_88.py: 0.000091s
Mbpp_89.py: 0.000011s
Mbpp_90.py: 0.000060s
Mbpp_91.py: 0.000024s
Mbpp_92.py: 0.000048s
Mbpp_93.py: 0.000057s
Mbpp_94.py: 0.000073s
Mbpp_95.py: 0.000092s
Mbpp_96.py: 0.000077s
Mbpp_97.py: 0.000263s
Mbpp_99.py: 0.000028s
Mbpp_103.py: 0.000145s
Mbpp_104.py: 0.000173s
Mbpp_105.py: 0.000027s
Mbpp_106.py: 0.000022s
Mbpp_107.py: 0.000038s
Mbpp_108.py: 0.000864s
Mbpp_109.py: 0.000036s
Mbpp_110.py: 0.000101s
Mbpp_112.py: 0.000013s
Mbpp_113.py: 0.000124s
Mbpp_115.py: 0.000063s
Mbpp_116.py: 0.000023s
Mbpp_117.py: 0.000398s
Mbpp_118.py: 0.000116s
Mbpp_119.py: 0.000047s
Mbpp_120.py: 0.000095s
Mbpp_121.py: 0.000433s
Mbpp_122.py: 0.060290s
Mbpp_123.py: 61.638453s
Mbpp_125.py: 0.000183s
Mbpp_126.py: 0.000123s
Mbpp_127.py: 0.000153s
Mbpp_128.py: 0.000090s
Mbpp_130.py: 0.000228s
Mbpp_131.py: 0.000044s
Mbpp_132.py: 0.000025s
Mbpp_133.py: 0.000113s
Mbpp_135.py: 0.000012s
Mbpp_136.py: 0.000022s
Mbpp_137.py: 0.000076s
Mbpp_139.py: 0.000012s
Mbpp_140.py: 0.000154s
Mbpp_141.py: 0.000325s
Mbpp_142.py: 0.000142s
Mbpp_148.py: 0.000066s
Mbpp_149.py: 0.000421s
Mbpp_150.py: 0.000017s
Mbpp_151.py: 0.000025s
Mbpp_152.py: 0.000919s
Mbpp_153.py: 0.000021s
Mbpp_154.py: 0.000044s
Mbpp_156.py: 0.000384s
Mbpp_158.py: 0.000068s
Mbpp_159.py: 0.000024s
Mbpp_161.py: 0.000062s
Mbpp_162.py: 0.000056s
Mbpp_165.py: 0.000189s
Mbpp_166.py: 0.000125s
Mbpp_167.py: 0.000029s
Mbpp_168.py: 0.000027s
Mbpp_169.py: 0.000034s
Mbpp_170.py: 0.000029s
Mbpp_171.py: 0.000011s
Mbpp_172.py: 0.000086s
Mbpp_174.py: 0.000075s
Mbpp_175.py: 0.000119s
Mbpp_176.py: 0.000013s
Mbpp_179.py: 0.000181s
Mbpp_181.py: 0.000108s
Mbpp_182.py: 0.000315s
Mbpp_183.py: 0.000133s
Mbpp_185.py: 0.000021s
Mbpp_186.py: 0.000078s
Mbpp_188.py: 0.000357s
Mbpp_190.py: 0.000015s
Mbpp_191.py: 0.000013s
Mbpp_192.py: 0.000160s
Mbpp_195.py: 0.000038s
Mbpp_196.py: 0.000082s
Mbpp_197.py: 0.000131s
Mbpp_198.py: 0.000056s
Mbpp_200.py: 0.000091s
Mbpp_201.py: 0.000029s
Mbpp_202.py: 0.000058s
