Mbpp_1.py: 0.000298s
Mbpp_3.py: 0.000033s
Mbpp_4.py: 0.000287s
Mbpp_7.py: 0.000130s
Mbpp_8.py: 0.000135s
Mbpp_10.py: 0.000039s
Mbpp_14.py: 0.000016s
Mbpp_17.py: 0.000012s
Mbpp_19.py: 0.000042s
Mbpp_20.py: 0.000102s
Mbpp_21.py: 0.000033s
Mbpp_24.py: 0.000167s
Mbpp_28.py: 0.024305s
Mbpp_30.py: 0.000216s
Mbpp_32.py: 0.000044s
Mbpp_36.py: 0.000028s
Mbpp_38.py: 0.000122s
Mbpp_40.py: 0.000266s
Mbpp_41.py: 0.000100s
Mbpp_44.py: 0.000032s
Mbpp_45.py: 0.000087s
Mbpp_46.py: 0.000040s
Mbpp_47.py: 0.000065s
Mbpp_49.py: 0.000045s
Mbpp_50.py: 0.000272s
Mbpp_51.py: 0.000015s
Mbpp_52.py: 0.000013s
Mbpp_53.py: 0.000014s
Mbpp_54.py: 0.000302s
Mbpp_55.py: 0.000027s
Mbpp_57.py: 0.000053s
Mbpp_58.py: 0.000014s
Mbpp_59.py: 0.000016s
Mbpp_62.py: 0.000029s
Mbpp_64.py: 0.000066s
Mbpp_65.py: 0.000094s
Mbpp_66.py: 0.000050s
Mbpp_68.py: 0.000157s
Mbpp_69.py: 0.000087s
Mbpp_70.py: 0.000089s
Mbpp_71.py: 0.000248s
Mbpp_75.py: 0.000221s
Mbpp_76.py: 0.000025s
Mbpp_79.py: 0.000022s
Mbpp_81.py: 0.000162s
Mbpp_84.py: 0.005545s
Mbpp_86.py: 0.000016s
Mbpp_88.py: 0.000093s
Mbpp_89.py: 0.000012s
Mbpp_90.py: 0.000061s
Mbpp_91.py: 0.000023s
Mbpp_92.py: 0.000049s
Mbpp_93.py: 0.000056s
Mbpp_94.py: 0.000073s
Mbpp_95.py: 0.000092s
Mbpp_96.py: 0.000078s
Mbpp_97.py: 0.000266s
Mbpp_99.py: 0.000028s
Mbpp_103.py: 0.000143s
Mbpp_104.py: 0.000172s
Mbpp_105.py: 0.000026s
Mbpp_106.py: 0.000023s
Mbpp_107.py: 0.000038s
Mbpp_108.py: 0.000865s
Mbpp_109.py: 0.000037s
Mbpp_110.py: 0.000101s
Mbpp_112.py: 0.000012s
Mbpp_113.py: 0.000128s
Mbpp_115.py: 0.000065s
Mbpp_116.py: 0.000023s
Mbpp_117.py: 0.000400s
