Mbpp_1.py: 0.000294s
Mbpp_3.py: 0.000034s
Mbpp_4.py: 0.000280s
Mbpp_7.py: 0.000130s
Mbpp_8.py: 0.000132s
Mbpp_10.py: 0.000038s
Mbpp_14.py: 0.000017s
Mbpp_17.py: 0.000012s
Mbpp_19.py: 0.000041s
Mbpp_20.py: 0.000102s
Mbpp_21.py: 0.000033s
Mbpp_24.py: 0.000167s
Mbpp_28.py: 0.024148s
Mbpp_30.py: 0.000218s
Mbpp_32.py: 0.000045s
Mbpp_36.py: 0.000026s
Mbpp_38.py: 0.000117s
Mbpp_40.py: 0.000264s
Mbpp_41.py: 0.000099s
Mbpp_44.py: 0.000031s
Mbpp_45.py: 0.000086s
Mbpp_46.py: 0.000040s
Mbpp_47.py: 0.000065s
Mbpp_49.py: 0.000046s
Mbpp_50.py: 0.000270s
Mbpp_51.py: 0.000014s
Mbpp_52.py: 0.000013s
Mbpp_53.py: 0.000014s
Mbpp_54.py: 0.000297s
Mbpp_55.py: 0.000027s
Mbpp_57.py: 0.000050s
Mbpp_58.py: 0.000014s
Mbpp_59.py: 0.000015s
Mbpp_62.py: 0.000030s
Mbpp_64.py: 0.000063s
Mbpp_65.py: 0.000089s
Mbpp_66.py: 0.000050s
Mbpp_68.py: 0.000154s
Mbpp_69.py: 0.000085s
Mbpp_70.py: 0.000087s
Mbpp_71.py: 0.000247s
Mbpp_75.py: 0.000218s
Mbpp_76.py: 0.000024s
Mbpp_79.py: 0.000022s
Mbpp_81.py: 0.000160s
Mbpp_84.py: 0.005390s
Mbpp_86.py: 0.000015s
Mbpp_88.py: 0.000090s
Mbpp_89.py: 0.000011s
Mbpp_90.py: 0.000062s
Mbpp_91.py: 0.000024s
Mbpp_92.py: 0.000049s
Mbpp_93.py: 0.000056s
Mbpp_94.py: 0.000072s
Mbpp_95.py: 0.000100s
Mbpp_96.py: 0.000076s
Mbpp_97.py: 0.000267s
Mbpp_99.py: 0.000028s
Mbpp_103.py: 0.000143s
Mbpp_104.py: 0.000172s
Mbpp_105.py: 0.000029s
Mbpp_106.py: 0.000023s
Mbpp_107.py: 0.000038s
Mbpp_108.py: 0.000871s
Mbpp_109.py: 0.000035s
Mbpp_110.py: 0.000101s
Mbpp_112.py: 0.000013s
Mbpp_113.py: 0.000125s
Mbpp_115.py: 0.000061s
Mbpp_116.py: 0.000022s
Mbpp_117.py: 0.000400s
Mbpp_118.py: 0.000114s
Mbpp_119.py: 0.000047s
Mbpp_120.py: 0.000094s
Mbpp_121.py: 0.000437s
Mbpp_122.py: 0.061940s
Mbpp_123.py: 58.884996s
Mbpp_125.py: 0.000162s
Mbpp_126.py: 0.000111s
Mbpp_127.py: 0.000141s
Mbpp_128.py: 0.000081s
Mbpp_130.py: 0.000206s
Mbpp_131.py: 0.000040s
Mbpp_132.py: 0.000024s
Mbpp_133.py: 0.000100s
Mbpp_135.py: 0.000011s
Mbpp_136.py: 0.000019s
Mbpp_137.py: 0.000071s
Mbpp_139.py: 0.000011s
Mbpp_140.py: 0.000137s
