Mbpp_1.py: 0.000409s
Mbpp_2.py: 0.000045s
Mbpp_3.py: 0.000022s
Mbpp_4.py: 0.000251s
Mbpp_5.py: 0.000041s
Mbpp_6.py: 0.000015s
Mbpp_7.py: 0.000111s
Mbpp_8.py: 0.000068s
Mbpp_9.py: 0.000042s
Mbpp_10.py: 0.000035s
Mbpp_11.py: 0.000080s
Mbpp_12.py: 0.000049s
Mbpp_13.py: 0.000346s
Mbpp_14.py: 0.000015s
Mbpp_16.py: 0.000095s
Mbpp_17.py: 0.000011s
Mbpp_18.py: 0.000200s
Mbpp_19.py: 0.000037s
Mbpp_20.py: 0.000486s
Mbpp_21.py: 0.000044s
Mbpp_22.py: 0.000048s
Mbpp_23.py: 0.000061s
Mbpp_24.py: 0.000019s
Mbpp_26.py: 0.000269s
Mbpp_27.py: 0.000244s
Mbpp_28.py: 0.000032s
Mbpp_29.py: 0.000034s
Mbpp_30.py: 0.000271s
Mbpp_32.py: 0.000030s
Mbpp_33.py: 0.000027s
Mbpp_34.py: 0.000028s
Mbpp_36.py: 0.000049s
Mbpp_37.py: 0.000240s
Mbpp_38.py: 0.000103s
Mbpp_39.py: 0.000428s
Mbpp_40.py: 0.000288s
Mbpp_41.py: 0.000092s
Mbpp_43.py: 0.000094s
Mbpp_44.py: 0.000094s
Mbpp_45.py: 0.000062s
Mbpp_46.py: 0.000035s
Mbpp_47.py: 0.000044s
Mbpp_48.py: 0.000045s
Mbpp_49.py: 0.000041s
Mbpp_50.py: 0.000125s
Mbpp_51.py: 0.000012s
Mbpp_52.py: 0.000012s
Mbpp_53.py: 0.000013s
Mbpp_54.py: 0.000449s
Mbpp_56.py: 0.000025s
Mbpp_57.py: 0.000069s
Mbpp_58.py: 0.000014s
Mbpp_59.py: 0.000012s
Mbpp_61.py: 0.001113s
Mbpp_62.py: 0.000025s
Mbpp_63.py: 0.000107s
Mbpp_64.py: 0.000059s
Mbpp_65.py: 0.000163s
Mbpp_66.py: 0.000062s
Mbpp_67.py: 0.017687s
