Mbpp_1.py: 0.000225s
Mbpp_3.py: 0.000018s
Mbpp_6.py: 0.000037s
Mbpp_7.py: 0.000102s
Mbpp_8.py: 0.000084s
Mbpp_10.py: 0.000030s
Mbpp_12.py: 0.000126s
Mbpp_13.py: 0.000168s
Mbpp_14.py: 0.000013s
Mbpp_17.py: 0.000010s
Mbpp_18.py: 0.000039s
Mbpp_19.py: 0.000046s
Mbpp_20.py: 0.000107s
Mbpp_21.py: 0.000041s
Mbpp_22.py: 0.000065s
Mbpp_24.py: 0.000102s
Mbpp_25.py: 0.000073s
Mbpp_26.py: 0.000035s
Mbpp_27.py: 0.000261s
Mbpp_28.py: 0.020100s
Mbpp_29.py: 0.000041s
Mbpp_30.py: 0.000077s
Mbpp_32.py: 0.000034s
Mbpp_33.py: 0.000077s
Mbpp_34.py: 0.000026s
Mbpp_36.py: 0.000022s
Mbpp_37.py: 0.000061s
Mbpp_38.py: 0.000027s
Mbpp_40.py: 0.000337s
Mbpp_41.py: 0.000044s
Mbpp_43.py: 0.000095s
Mbpp_45.py: 0.000038s
Mbpp_46.py: 0.000032s
Mbpp_47.py: 0.000051s
Mbpp_49.py: 0.000044s
Mbpp_50.py: 0.000116s
Mbpp_51.py: 0.000011s
Mbpp_52.py: 0.000010s
Mbpp_53.py: 0.000011s
Mbpp_54.py: 0.000237s
Mbpp_55.py: 0.000021s
Mbpp_57.py: 0.000041s
Mbpp_58.py: 0.000011s
Mbpp_59.py: 0.000011s
Mbpp_60.py: 0.000263s
Mbpp_61.py: 0.000195s
Mbpp_62.py: 0.000019s
Mbpp_63.py: 0.000077s
Mbpp_64.py: 0.000054s
Mbpp_65.py: 0.000071s
Mbpp_66.py: 0.000040s
Mbpp_67.py: 0.004932s
Mbpp_68.py: 0.000041s
Mbpp_69.py: 0.000065s
Mbpp_70.py: 0.000072s
Mbpp_71.py: 0.000150s
Mbpp_72.py: 0.000010s
Mbpp_75.py: 0.000185s
Mbpp_76.py: 0.000017s
Mbpp_79.py: 0.000018s
Mbpp_80.py: 0.000012s
Mbpp_81.py: 0.000134s
Mbpp_83.py: 0.000086s
Mbpp_84.py: 0.004552s
Mbpp_86.py: 0.000012s
Mbpp_88.py: 0.000070s
Mbpp_89.py: 0.000009s
Mbpp_90.py: 0.000048s
Mbpp_91.py: 0.000019s
Mbpp_93.py: 0.000020s
Mbpp_94.py: 0.000034s
Mbpp_95.py: 0.000063s
Mbpp_97.py: 0.000174s
Mbpp_98.py: 0.000026s
Mbpp_99.py: 0.000041s
Mbpp_102.py: 0.000095s
Mbpp_103.py: 0.000119s
Mbpp_105.py: 0.000036s
Mbpp_106.py: 0.000057s
Mbpp_107.py: 0.000029s
Mbpp_108.py: 0.000694s
Mbpp_109.py: 0.000028s
