Mbpp_1.py: 0.000287s
Mbpp_3.py: 0.000023s
Mbpp_6.py: 0.000042s
Mbpp_7.py: 0.000122s
Mbpp_8.py: 0.000101s
Mbpp_10.py: 0.000036s
Mbpp_12.py: 0.000153s
Mbpp_13.py: 0.000198s
Mbpp_14.py: 0.000015s
Mbpp_17.py: 0.000011s
Mbpp_18.py: 0.000048s
Mbpp_19.py: 0.000052s
Mbpp_20.py: 0.000122s
Mbpp_21.py: 0.000045s
Mbpp_22.py: 0.000073s
Mbpp_24.py: 0.000118s
Mbpp_25.py: 0.000085s
Mbpp_26.py: 0.000042s
Mbpp_27.py: 0.000304s
Mbpp_28.py: 0.022882s
Mbpp_29.py: 0.000043s
Mbpp_30.py: 0.000082s
Mbpp_32.py: 0.000036s
Mbpp_33.py: 0.000084s
Mbpp_34.py: 0.000028s
Mbpp_36.py: 0.000022s
Mbpp_37.py: 0.000066s
Mbpp_38.py: 0.000028s
Mbpp_40.py: 0.000369s
Mbpp_41.py: 0.000048s
Mbpp_43.py: 0.000104s
Mbpp_45.py: 0.000041s
Mbpp_46.py: 0.000034s
Mbpp_47.py: 0.000055s
Mbpp_49.py: 0.000048s
Mbpp_50.py: 0.000127s
Mbpp_51.py: 0.000012s
Mbpp_52.py: 0.000011s
Mbpp_53.py: 0.000012s
Mbpp_54.py: 0.000240s
Mbpp_55.py: 0.000023s
Mbpp_57.py: 0.000043s
Mbpp_58.py: 0.000013s
Mbpp_59.py: 0.000012s
Mbpp_60.py: 0.000288s
Mbpp_61.py: 0.000230s
Mbpp_62.py: 0.000021s
Mbpp_63.py: 0.000078s
Mbpp_64.py: 0.000058s
Mbpp_65.py: 0.000078s
Mbpp_66.py: 0.000043s
Mbpp_67.py: 0.005441s
Mbpp_68.py: 0.000044s
Mbpp_69.py: 0.000069s
Mbpp_70.py: 0.000081s
Mbpp_71.py: 0.000180s
Mbpp_72.py: 0.000012s
Mbpp_75.py: 0.000207s
Mbpp_76.py: 0.000021s
Mbpp_79.py: 0.000021s
Mbpp_80.py: 0.000014s
Mbpp_81.py: 0.000160s
Mbpp_83.py: 0.000101s
Mbpp_84.py: 0.005681s
Mbpp_86.py: 0.000016s
Mbpp_88.py: 0.000088s
Mbpp_89.py: 0.000012s
Mbpp_90.py: 0.000060s
Mbpp_91.py: 0.000024s
Mbpp_93.py: 0.000025s
Mbpp_94.py: 0.000041s
Mbpp_95.py: 0.000076s
Mbpp_97.py: 0.000216s
Mbpp_98.py: 0.000032s
Mbpp_99.py: 0.000050s
Mbpp_102.py: 0.000118s
Mbpp_103.py: 0.000151s
Mbpp_105.py: 0.000047s
Mbpp_106.py: 0.000070s
Mbpp_107.py: 0.000037s
Mbpp_108.py: 0.000851s
Mbpp_109.py: 0.000034s
Mbpp_112.py: 0.000013s
Mbpp_113.py: 0.000024s
Mbpp_116.py: 0.000022s
Mbpp_117.py: 0.000303s
Mbpp_118.py: 0.000031s
Mbpp_119.py: 0.000046s
Mbpp_121.py: 0.000433s
Mbpp_122.py: 0.058787s
Mbpp_123.py: 42.185942s
Mbpp_125.py: 0.000160s
Mbpp_126.py: 0.000097s
Mbpp_127.py: 0.000124s
Mbpp_128.py: 0.000080s
Mbpp_129.py: 0.000102s
Mbpp_130.py: 0.000114s
Mbpp_131.py: 0.000039s
Mbpp_132.py: 0.000021s
Mbpp_133.py: 0.000031s
Mbpp_134.py: 0.000025s
Mbpp_135.py: 0.000011s
