Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 15.75s, Total Runtime: 7.87s
Mbpp_4.py: Kernel usage: 9.36%, CPU usage: 299.49%, CPU Runtime: 0.26s, Total Runtime: 0.09s
HumanEval_9.py: Kernel usage: 7.52%, CPU usage: 240.74%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_9.py: Kernel usage: 6.24%, CPU usage: 199.79%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 5.48%, CPU usage: 175.40%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.37%, CPU usage: 203.72%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.47%, CPU usage: 175.10%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.45s, Total Runtime: 1.23s
HumanEval_26.py: Kernel usage: 12.50%, CPU usage: 399.95%, CPU Runtime: 56.26s, Total Runtime: 14.07s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.02s, Total Runtime: 1.01s
HumanEval_33.py: Kernel usage: 8.66%, CPU usage: 277.19%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.30%, CPU usage: 201.44%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.17%, CPU usage: 229.43%, CPU Runtime: 0.75s, Total Runtime: 0.33s
HumanEval_58.py: Kernel usage: 6.35%, CPU usage: 203.22%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 5.60%, CPU usage: 179.29%, CPU Runtime: 0.03s, Total Runtime: 0.02s
HumanEval_64.py: Kernel usage: 11.03%, CPU usage: 352.88%, CPU Runtime: 0.93s, Total Runtime: 0.26s
