Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 15.27s, Total Runtime: 7.63s
Mbpp_4.py: Kernel usage: 9.36%, CPU usage: 299.51%, CPU Runtime: 0.26s, Total Runtime: 0.09s
HumanEval_9.py: Kernel usage: 7.53%, CPU usage: 240.96%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_9.py: Kernel usage: 6.24%, CPU usage: 199.75%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 5.69%, CPU usage: 182.18%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.36%, CPU usage: 203.56%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_19.py: Kernel usage: 5.46%, CPU usage: 174.83%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.44s, Total Runtime: 1.22s
HumanEval_26.py: Kernel usage: 12.50%, CPU usage: 399.95%, CPU Runtime: 56.39s, Total Runtime: 14.10s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.21s, Total Runtime: 1.10s
HumanEval_33.py: Kernel usage: 8.66%, CPU usage: 276.98%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.30%, CPU usage: 201.56%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.17%, CPU usage: 229.39%, CPU Runtime: 0.77s, Total Runtime: 0.34s
HumanEval_58.py: Kernel usage: 6.35%, CPU usage: 203.28%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 5.61%, CPU usage: 179.46%, CPU Runtime: 0.03s, Total Runtime: 0.02s
HumanEval_64.py: Kernel usage: 11.03%, CPU usage: 352.82%, CPU Runtime: 0.93s, Total Runtime: 0.26s
Mbpp_75.py: Kernel usage: 11.06%, CPU usage: 354.02%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.98%, CPU usage: 287.32%, CPU Runtime: 0.06s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 6.12%, CPU usage: 195.87%, CPU Runtime: 0.01s, Total Runtime: 0.00s
