HumanEval_0.py: 0.000398s
HumanEval_1.py: 0.000416s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000046s
HumanEval_4.py: 0.000147s
HumanEval_7.py: 0.000055s
HumanEval_8.py: 0.000030s
HumanEval_9.py: 0.000105s
HumanEval_10.py: 0.000076s
HumanEval_11.py: 0.000085s
HumanEval_12.py: 0.000054s
HumanEval_13.py: 0.000028s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000058s
HumanEval_16.py: 0.000182s
HumanEval_18.py: 0.000113s
HumanEval_19.py: 0.000227s
HumanEval_20.py: 0.000604s
HumanEval_21.py: 0.000129s
HumanEval_22.py: 0.000070s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000094s
HumanEval_25.py: 0.000206s
HumanEval_27.py: 0.000290s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000050s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010128s
HumanEval_32.py: 0.282398s
HumanEval_34.py: 0.000019s
HumanEval_35.py: 0.000018s
HumanEval_37.py: 0.000224s
HumanEval_38.py: 0.052491s
HumanEval_40.py: 0.000383s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000299s
HumanEval_44.py: 0.000127s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000181s
HumanEval_47.py: 0.000079s
HumanEval_48.py: 0.000102s
HumanEval_49.py: 0.000886s
HumanEval_50.py: 0.069582s
HumanEval_51.py: 0.000227s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005885s
HumanEval_54.py: 0.000065s
HumanEval_55.py: 0.002910s
HumanEval_56.py: 0.000146s
HumanEval_57.py: 0.000094s
HumanEval_58.py: 0.000126s
HumanEval_60.py: 0.000095s
HumanEval_61.py: 0.000144s
HumanEval_62.py: 0.000079s
HumanEval_63.py: 0.000267s
HumanEval_65.py: 0.000063s
HumanEval_66.py: 0.000415s
HumanEval_67.py: 0.000266s
HumanEval_68.py: 0.000288s
HumanEval_70.py: 0.000542s
HumanEval_71.py: 0.000093s
HumanEval_73.py: 0.000117s
HumanEval_74.py: 0.000134s
HumanEval_76.py: 0.000096s
HumanEval_78.py: 0.000149s
HumanEval_80.py: 0.000119s
HumanEval_81.py: 0.000127s
HumanEval_82.py: 0.000132s
HumanEval_83.py: 0.000029s
HumanEval_84.py: 0.000146s
HumanEval_85.py: 0.000046s
HumanEval_86.py: 0.000344s
HumanEval_87.py: 0.000580s
HumanEval_88.py: 0.000091s
HumanEval_89.py: 0.000459s
HumanEval_90.py: 0.000102s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000483s
HumanEval_95.py: 0.000229s
HumanEval_96.py: 0.001607s
HumanEval_97.py: 0.000060s
HumanEval_98.py: 0.000066s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000422s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.001019s
HumanEval_104.py: 0.000363s
HumanEval_105.py: 0.000140s
HumanEval_106.py: 0.000109s
HumanEval_107.py: 0.001827s
HumanEval_109.py: 0.000194s
HumanEval_110.py: 0.000083s
HumanEval_111.py: 0.000316s
HumanEval_112.py: 0.000097s
HumanEval_113.py: 0.000253s
HumanEval_116.py: 0.000565s
HumanEval_117.py: 0.000577s
HumanEval_118.py: 0.000157s
HumanEval_120.py: 0.000104s
HumanEval_121.py: 0.000090s
HumanEval_122.py: 0.000097s
HumanEval_124.py: 0.000183s
HumanEval_125.py: 0.000201s
HumanEval_126.py: 0.000208s
HumanEval_128.py: 0.000339s
HumanEval_130.py: 0.000303s
HumanEval_131.py: 0.000102s
HumanEval_135.py: 0.000057s
HumanEval_136.py: 0.000116s
HumanEval_138.py: 0.040670s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000410s
HumanEval_141.py: 0.000712s
HumanEval_142.py: 0.000595s
HumanEval_143.py: 0.000450s
HumanEval_144.py: 0.000214s
HumanEval_145.py: 0.000788s
HumanEval_146.py: 0.000118s
HumanEval_147.py: 0.294969s
HumanEval_148.py: 0.000080s
HumanEval_149.py: 0.000243s
HumanEval_150.py: 0.006552s
HumanEval_151.py: 0.000711s
HumanEval_152.py: 0.000101s
HumanEval_153.py: 0.002690s
HumanEval_155.py: 0.000118s
HumanEval_156.py: 0.000193s
HumanEval_157.py: 0.000277s
HumanEval_158.py: 0.000406s
HumanEval_159.py: 0.000028s
HumanEval_160.py: 0.000290s
HumanEval_161.py: 0.000278s
HumanEval_162.py: 0.000086s
