HumanEval_0.py: 0.000403s
HumanEval_1.py: 0.000423s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000144s
HumanEval_7.py: 0.000056s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000105s
HumanEval_10.py: 0.000076s
HumanEval_11.py: 0.000088s
HumanEval_12.py: 0.000054s
HumanEval_13.py: 0.000029s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000057s
HumanEval_16.py: 0.000180s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000228s
HumanEval_20.py: 0.000607s
HumanEval_21.py: 0.000124s
HumanEval_22.py: 0.000071s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000096s
HumanEval_25.py: 0.000205s
HumanEval_27.py: 0.000283s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000050s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010095s
HumanEval_32.py: 0.288194s
HumanEval_34.py: 0.000019s
HumanEval_35.py: 0.000019s
HumanEval_37.py: 0.000239s
HumanEval_38.py: 0.054987s
HumanEval_40.py: 0.000421s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000294s
HumanEval_44.py: 0.000131s
HumanEval_45.py: 0.000012s
HumanEval_46.py: 0.000187s
HumanEval_47.py: 0.000083s
HumanEval_48.py: 0.000103s
HumanEval_49.py: 0.000883s
HumanEval_50.py: 0.070698s
HumanEval_51.py: 0.000233s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005891s
HumanEval_54.py: 0.000065s
HumanEval_55.py: 0.002861s
HumanEval_56.py: 0.000145s
HumanEval_57.py: 0.000087s
HumanEval_58.py: 0.000133s
HumanEval_60.py: 0.000098s
HumanEval_61.py: 0.000143s
HumanEval_62.py: 0.000078s
HumanEval_63.py: 0.000278s
HumanEval_65.py: 0.000062s
HumanEval_66.py: 0.000405s
HumanEval_67.py: 0.000269s
HumanEval_68.py: 0.000288s
HumanEval_70.py: 0.000542s
HumanEval_71.py: 0.000092s
HumanEval_73.py: 0.000119s
HumanEval_74.py: 0.000133s
HumanEval_76.py: 0.000095s
HumanEval_78.py: 0.000145s
HumanEval_80.py: 0.000119s
HumanEval_81.py: 0.000128s
HumanEval_82.py: 0.000132s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000145s
HumanEval_85.py: 0.000045s
HumanEval_86.py: 0.000348s
HumanEval_87.py: 0.000585s
HumanEval_88.py: 0.000093s
HumanEval_89.py: 0.000462s
HumanEval_90.py: 0.000101s
HumanEval_92.py: 0.000087s
HumanEval_93.py: 0.000498s
HumanEval_95.py: 0.000226s
HumanEval_96.py: 0.001642s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000065s
HumanEval_100.py: 0.000072s
HumanEval_101.py: 0.000419s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001053s
HumanEval_104.py: 0.000362s
HumanEval_105.py: 0.000134s
HumanEval_106.py: 0.000109s
HumanEval_107.py: 0.001802s
HumanEval_109.py: 0.000188s
HumanEval_110.py: 0.000084s
HumanEval_111.py: 0.000307s
HumanEval_112.py: 0.000096s
HumanEval_113.py: 0.000251s
HumanEval_116.py: 0.000553s
HumanEval_117.py: 0.000577s
HumanEval_118.py: 0.000158s
HumanEval_120.py: 0.000105s
HumanEval_121.py: 0.000093s
HumanEval_122.py: 0.000097s
HumanEval_124.py: 0.000201s
HumanEval_125.py: 0.000199s
HumanEval_126.py: 0.000212s
HumanEval_128.py: 0.000338s
HumanEval_130.py: 0.000296s
HumanEval_131.py: 0.000103s
HumanEval_135.py: 0.000057s
HumanEval_136.py: 0.000117s
HumanEval_138.py: 0.041548s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000428s
HumanEval_141.py: 0.000726s
HumanEval_142.py: 0.000625s
HumanEval_143.py: 0.000461s
HumanEval_144.py: 0.000223s
HumanEval_145.py: 0.000839s
HumanEval_146.py: 0.000118s
HumanEval_147.py: 0.303462s
HumanEval_148.py: 0.000080s
HumanEval_149.py: 0.000245s
HumanEval_150.py: 0.006779s
HumanEval_151.py: 0.000720s
HumanEval_152.py: 0.000104s
HumanEval_153.py: 0.002728s
HumanEval_155.py: 0.000122s
HumanEval_156.py: 0.000205s
HumanEval_157.py: 0.000276s
HumanEval_158.py: 0.000420s
HumanEval_159.py: 0.000026s
HumanEval_160.py: 0.000299s
HumanEval_161.py: 0.000282s
HumanEval_162.py: 0.000090s
