HumanEval_0.py: 0.000427s
HumanEval_1.py: 0.000417s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000150s
HumanEval_7.py: 0.000056s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000107s
HumanEval_10.py: 0.000078s
HumanEval_11.py: 0.000083s
HumanEval_12.py: 0.000056s
HumanEval_13.py: 0.000029s
HumanEval_14.py: 0.000069s
HumanEval_15.py: 0.000056s
HumanEval_16.py: 0.000180s
HumanEval_18.py: 0.000111s
HumanEval_19.py: 0.000224s
HumanEval_20.py: 0.000608s
HumanEval_21.py: 0.000128s
HumanEval_22.py: 0.000073s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000095s
HumanEval_25.py: 0.000210s
HumanEval_27.py: 0.000283s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000046s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.010379s
HumanEval_32.py: 0.297307s
HumanEval_34.py: 0.000020s
HumanEval_35.py: 0.000018s
HumanEval_37.py: 0.000243s
HumanEval_38.py: 0.055156s
HumanEval_40.py: 0.000426s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000294s
HumanEval_44.py: 0.000130s
HumanEval_45.py: 0.000012s
HumanEval_46.py: 0.000186s
HumanEval_47.py: 0.000082s
HumanEval_48.py: 0.000102s
HumanEval_49.py: 0.000868s
HumanEval_50.py: 0.071445s
HumanEval_51.py: 0.000230s
HumanEval_52.py: 0.000033s
HumanEval_53.py: 0.005923s
HumanEval_54.py: 0.000064s
HumanEval_55.py: 0.002936s
HumanEval_56.py: 0.000146s
HumanEval_57.py: 0.000088s
HumanEval_58.py: 0.000131s
HumanEval_60.py: 0.000100s
HumanEval_61.py: 0.000143s
HumanEval_62.py: 0.000079s
HumanEval_63.py: 0.000278s
HumanEval_65.py: 0.000061s
HumanEval_66.py: 0.000412s
HumanEval_67.py: 0.000267s
HumanEval_68.py: 0.000284s
HumanEval_70.py: 0.000540s
HumanEval_71.py: 0.000092s
HumanEval_73.py: 0.000117s
HumanEval_74.py: 0.000134s
HumanEval_76.py: 0.000095s
HumanEval_78.py: 0.000146s
HumanEval_80.py: 0.000120s
HumanEval_81.py: 0.000130s
HumanEval_82.py: 0.000143s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000147s
HumanEval_85.py: 0.000046s
HumanEval_86.py: 0.000345s
HumanEval_87.py: 0.000591s
HumanEval_88.py: 0.000092s
HumanEval_89.py: 0.000469s
HumanEval_90.py: 0.000100s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000494s
HumanEval_95.py: 0.000231s
HumanEval_96.py: 0.001639s
HumanEval_97.py: 0.000060s
HumanEval_98.py: 0.000065s
HumanEval_100.py: 0.000071s
HumanEval_101.py: 0.000410s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.001018s
HumanEval_104.py: 0.000367s
HumanEval_105.py: 0.000136s
HumanEval_106.py: 0.000108s
HumanEval_107.py: 0.001837s
HumanEval_109.py: 0.000190s
HumanEval_110.py: 0.000083s
HumanEval_111.py: 0.000301s
HumanEval_112.py: 0.000096s
HumanEval_113.py: 0.000252s
HumanEval_116.py: 0.000556s
HumanEval_117.py: 0.000576s
HumanEval_118.py: 0.000165s
HumanEval_120.py: 0.000105s
HumanEval_121.py: 0.000088s
HumanEval_122.py: 0.000097s
HumanEval_124.py: 0.000181s
HumanEval_125.py: 0.000198s
HumanEval_126.py: 0.000207s
HumanEval_128.py: 0.000336s
HumanEval_130.py: 0.000300s
HumanEval_131.py: 0.000100s
HumanEval_135.py: 0.000057s
HumanEval_136.py: 0.000115s
HumanEval_138.py: 0.042122s
HumanEval_139.py: 0.000038s
HumanEval_140.py: 0.000435s
HumanEval_141.py: 0.000713s
HumanEval_142.py: 0.000625s
HumanEval_143.py: 0.000459s
HumanEval_144.py: 0.000222s
HumanEval_145.py: 0.000859s
HumanEval_146.py: 0.000116s
HumanEval_147.py: 0.303793s
HumanEval_148.py: 0.000079s
HumanEval_149.py: 0.000253s
HumanEval_150.py: 0.006736s
HumanEval_151.py: 0.000723s
HumanEval_152.py: 0.000104s
HumanEval_153.py: 0.002762s
HumanEval_155.py: 0.000124s
HumanEval_156.py: 0.000207s
HumanEval_157.py: 0.000277s
HumanEval_158.py: 0.000411s
HumanEval_159.py: 0.000027s
HumanEval_160.py: 0.000300s
HumanEval_161.py: 0.000296s
HumanEval_162.py: 0.000087s
